,idade,qx_mil,dx,lx,Lx,Tx,expx,ano
482,14,0.6575110734899902,63.26527965196676,96219.33713779484,96187.70449796885,5751605.105280299,59.77597930282431,2002
483,15,0.8203495718091285,78.88159237567528,96156.07185814287,96116.63106195503,5655417.40078233,58.814979558707996,2002
484,16,1.0876254781280015,104.49600000000001,96077.19026576719,96024.9422657672,5559300.769720374,57.86285750387084,2002
485,17,1.2756545071140013,122.42799999999998,95972.69426576719,95911.4802657672,5463275.827454606,56.92531473927079,2002
486,18,1.4353220430138243,137.576,95850.26626576719,95781.47826576719,5367364.34718884,55.997385884214154,2002
487,19,1.571097830208865,150.37399999999997,95712.69026576719,95637.50326576718,5271582.868923073,55.077157002748244,2002
488,20,1.7090837307227005,163.324,95562.3162657672,95480.6542657672,5175945.365657305,54.16303798311613,2002
489,21,1.8478182611081522,176.28,95398.9922657672,95310.8522657672,5080464.711391538,53.25490962460201,2002
490,22,1.957768221090882,186.42399999999998,95222.7122657672,95129.5002657672,4985153.859125771,52.352571571498345,2002
491,23,2.0308032176117727,193.0,95036.2882657672,94939.7882657672,4890024.358860003,51.45428602162093,2002
492,24,2.076815382529237,196.972,94843.2882657672,94744.80226576721,4795084.570594235,50.557974720969014,2002
493,25,2.112215328472398,199.91339999999997,94646.31626576721,94546.3595657672,4700339.768328468,49.662152250383386,2002
494,26,2.1526283037899634,203.308,94446.4028657672,94344.74886576721,4605793.408762701,48.76621310087083,2002
495,27,2.201731599493253,207.49799999999996,94243.0948657672,94139.34586576719,4511448.6598969335,47.870336456190266,2002
496,28,2.266928770647314,213.17200000000003,94035.59686576719,93929.0108657672,4417309.314031166,46.974863363038295,2002
497,29,2.3460126970168584,220.10860000000002,93822.42486576719,93712.37056576718,4323380.303165399,46.08045794329989,2002
498,30,2.432211178979782,227.66060000000002,93602.31626576718,93488.48596576718,4229667.932599632,45.18764173089734,2002
499,31,2.521155214137045,235.41200000000006,93374.65566576718,93256.94966576717,4136179.4466338623,44.29659651371823,2002
500,32,2.6160616128081697,243.658,93139.24366576718,93017.41466576718,4042922.4969680943,43.40729361595673,2002
501,33,2.71689982027862,252.388,92895.58566576718,92769.39166576718,3949905.0823023273,42.51983615791876,2002
502,34,2.8267741895611245,261.8814000000001,92643.19766576718,92512.25696576718,3857135.6906365603,41.63431085952056,2002
503,35,2.9470775152928494,272.2549,92381.31626576718,92245.18881576718,3764623.4336707927,40.75091788950632,2002
504,36,3.0841916722167424,284.082,92109.06136576718,91967.02036576718,3672378.244855026,39.869891087826076,2002
505,37,3.2455112112021123,298.019,91824.97936576718,91675.96986576718,3580411.2244892586,38.99169103243005,2002
506,38,3.4357745383797993,314.46599999999995,91526.96036576718,91369.72736576718,3488735.2546234913,38.117023013563816,2002
507,39,3.65276821247687,333.1781,91212.49436576718,91045.90531576719,3397365.5272577247,37.24671220626968,2002
508,40,3.88945047700746,353.4706,90879.31626576718,90702.58096576718,3306319.6219419567,36.38143152698207,2002
509,41,4.14321453990939,375.0679999999999,90525.84566576718,90338.31166576718,3215617.04097619,35.52153550543624,2002
510,42,4.418619675992677,398.342,90150.77766576718,89951.60666576718,3125278.729310423,34.66724092938336,2002
511,43,4.716128279529759,423.2839999999999,89752.43566576717,89540.79366576718,3035327.1226446554,33.81888302115874,2002
512,44,5.035706615496568,449.83540000000005,89329.15166576717,89104.23396576717,2945786.3289788887,32.97676373330854,2002
513,45,5.385522977795023,478.6616,88879.31626576718,88639.98546576718,2856682.095013122,32.14113491232384,2002
514,46,5.759142869754694,509.112,88400.65466576717,88146.09866576717,2768042.1095473543,31.312461655550027,2002
515,47,6.1416603193864105,539.8,87891.54266576718,87621.64266576717,2679896.010881588,30.49094292351497,2002
516,48,6.527723232514997,570.2079999999999,87351.74266576717,87066.63866576718,2592274.3682158203,29.676275356458607,2002
517,49,6.927953075680781,601.2184,86781.53466576718,86480.92546576718,2505207.7295500534,28.86798141100731,2002
518,50,7.350614704713406,633.4783000000002,86180.31626576718,85863.57711576717,2418726.804084286,28.06588451851691,2002
519,51,7.8186642067080845,668.8620000000001,85546.83796576718,85212.40696576718,2332863.226968519,27.270011170980375,2002
520,52,8.354028143719896,709.073,84877.97596576718,84523.43946576718,2247650.820002752,26.480966286345826,2002
521,53,8.972791296889826,755.23,84168.90296576718,83791.28796576717,2163127.380536985,25.699840491170036,2002
522,54,9.666960719148854,806.3567,83413.67296576718,83010.49461576718,2079336.092571218,24.928000633955705,2002
523,55,10.419569826367683,860.7326999999999,82607.31626576718,82176.94991576718,1996325.5979554509,24.16645023950181,2002
524,56,11.214535947700512,916.75,81746.58356576719,81288.20856576719,1914148.6480396837,23.415640930115483,2002
525,57,12.052393986526623,974.1930000000001,80829.83356576719,80342.73706576719,1832860.4394739163,22.675543900292826,2002
526,58,12.92860457552428,1032.422,79855.64056576719,79339.42956576718,1752517.7024081494,21.946072813288847,2002
527,59,13.852546494139377,1091.9023,78823.21856576718,78277.26741576719,1673178.272842382,21.226972246081832,2002
528,60,14.846264741669241,1154.0197,77731.31626576718,77154.30641576718,1594901.005426615,20.518126825146897,2002
529,61,15.92067172223744,1219.1619999999998,76577.29656576717,75967.71556576717,1517746.6990108478,19.81979995477322,2002
530,62,17.070950699785325,1286.4349999999997,75358.13456576718,74714.91706576718,1441778.9834450807,19.132360318537334,2002
531,63,18.30380574427363,1355.794,74071.69956576718,73393.80256576718,1367064.0663793134,18.45595651771858,2002
532,64,19.6324213924398,1427.5892999999999,72715.90556576719,72002.11091576717,1293670.2638135462,17.79074679395279,2002
533,65,21.037444542930956,1499.7239999999997,71288.31626576718,70538.45426576718,1221668.1528977791,17.137003886349707,2002
534,66,22.563573055082458,1574.6800000000003,69788.59226576718,69001.25226576717,1151129.6986320117,16.494525269234664,2002
535,67,24.296509977946798,1657.3599999999994,68213.91226576717,67385.23226576718,1082128.4463662447,15.863749936379264,2002
536,68,26.288621336834684,1749.6799999999996,66556.55226576717,65681.71226576717,1014743.2141004779,15.246330820270012,2002
537,69,28.524073688037856,1848.5559999999996,64806.87226576717,63882.59426576717,949061.5018347107,14.644457735017587,2002
538,70,30.93974359813758,1947.9141626332907,62958.31626576717,61984.35918445053,885178.9075689435,14.059761443306718,2002
539,71,33.50423792681385,2044.1070280739816,61010.40210313388,59988.34858909689,823194.548384493,13.492691737925925,2002
540,72,36.25917462408043,2138.0691900616507,58966.2950750599,57897.26048002907,763206.1997953961,12.943092300845574,2002
541,73,39.210872577381856,2228.2843239753397,56828.225884998246,55714.083723010575,705308.939315367,12.41124332726279,2002
542,74,42.37413501019855,2313.6252952557356,54599.941561022904,53443.128913395034,649594.8555923564,11.89735441138422,2002
543,75,45.76711512206717,2392.993855844179,52286.31626576717,51089.81933784508,596151.7266789613,11.401677709494194,2002
544,76,49.414734280788025,2465.465269272031,49893.32240992299,48660.58977528698,545061.9073411162,10.924546232116866,2002
545,77,53.34353436257866,2529.969527125786,47427.85714065096,46162.87237708806,496401.3175658295,10.466450467996333,2002
546,78,57.58368486872955,2585.385811608869,44897.88761352517,43605.19470772074,450238.44518874143,10.028054082729502,2002
547,79,62.1609553711147,2630.18553614913,42312.5018019163,40997.40903384174,406633.25048102066,9.610238893097183,2002
548,80,65.44016135625726,2596.817179421836,39682.31626576717,38383.90767605625,365635.841447179,9.214075080657599,2002
549,81,68.92368332985193,2556.0691951567787,37085.499086345335,35807.46448876694,327251.9337711227,8.82425589067008,2002
550,82,72.63626715460818,2508.088894272685,34529.429891188556,33275.38544405221,291444.46928235574,8.440465718686205,2002
551,83,76.6066066475255,2453.0462740770163,32021.34099691587,30794.817859877363,258169.0838383035,8.062407001104951,2002
552,84,80.86816638888534,2391.133777482133,29568.294722838855,28372.727834097786,227374.26597842612,7.689799770657721,2002
553,85,85.46021643698307,2322.566056532909,27177.16094535672,26015.877917090267,199001.5381443283,7.322381412261834,2002
554,86,90.42914483166626,2247.5797609338406,24854.594888823813,23730.805008356892,172985.66022723806,6.959906649093012,2002
555,87,95.83013798411514,2166.4333791146746,22607.015127889972,21523.798438332633,149254.85521888116,6.602147801225976,2002
556,88,101.729353624986,2079.407169021597,20440.581748775297,19400.878164264497,127731.05678054853,6.248895376385341,2002
557,89,108.20676101159438,1986.8032296435704,18361.1745797537,17367.772964931915,108330.17861628404,5.899959076459977,2002
558,90,115.35989651484924,1888.9457844444169,16374.37135011013,15429.89845788792,90962.4056513521,5.555169337889745,2002
559,91,123.30889208199764,1786.181777838483,14485.425565665713,13592.334676746472,75532.50719346419,5.214379574218116,2002
560,92,132.2032996097102,1678.8819312988744,12699.24378782723,11859.802822177793,61940.172516717714,4.87746936365534,2002
561,93,142.23148899708121,1567.4424761406663,11020.361856528356,10236.640618458023,50080.36969453993,4.54434893758709,2002
562,94,153.63379643958365,1452.2878918462775,9452.91938038769,8726.775434464551,39843.7290760819,4.214965501424577,2002
563,95,166.72123479970662,1333.8751609470391,8000.631488541412,7333.693908067893,31116.953641617354,3.889312198191278,2002
564,96,181.9026070757651,1212.70035672827,6666.756327594373,6060.406149230238,23783.259733549465,3.5674409810222354,2002
565,97,199.72455612520352,1089.3089078632484,5454.055970866103,4909.401516934478,17722.853584319226,3.2494814279481696,2002
566,98,220.9318924691346,964.3118287783177,4364.747063002855,3882.5911486136956,12813.452067384744,2.935668867503483,2002
567,99,246.56019076900031,838.4119600480321,3400.435234224537,2981.2292542005207,8930.860918771048,2.6263875955889846,2002
568,100,278.0800886191731,712.4476591273865,2562.023274176505,2205.7994446128114,5949.6316645705265,2.3222395067753157,2002
569,101,317.6232544603295,587.4682262223666,1849.5756150491184,1555.841501937935,3743.8322199577156,2.024157428058594,2002
570,102,368.3281314702919,464.8696562414067,1262.1073888267517,1029.6725607060484,2187.9907180197806,1.7336010686489405,2002
571,103,434.8134559902714,346.6496937512817,797.237732585345,623.9128857097041,1158.3181573137324,1.4529143691649509,2002
572,104,523.5426392642174,235.90205107207322,450.58803883406335,332.6370132980268,534.4052716040285,1.1860174384274595,2002
573,105,641.6256766303997,137.7480421608526,214.68598776199013,145.81196668156383,201.76825830600154,0.9398296573025077,2002
574,106,788.1390971760799,60.63780298466287,76.93794560113751,46.61904410880608,55.956291624437725,0.727291210952355,2002
575,107,927.6851100872038,15.121399597601405,16.300142616474645,8.739442817673941,9.337247515631644,0.5728322589149886,2002
576,108,992.8460120712051,1.170310305545069,1.1787430188732393,0.5935878661007048,0.597804697957703,0.5071543910640884,2002
577,109,999.9436488716026,0.008432238135258738,0.008432713328170232,0.004216594260540863,0.00421683185699813,0.5000563511285777,2002
578,110,999.9999967995209,4.7519290997218966e-07,4.7519291149303467e-07,2.3759645650693984e-07,2.3759645726736235e-07,0.5000000032004791,2002
579,111,1000.0,1.5208449920316714e-15,1.5208449920316714e-15,7.604224960158357e-16,7.604224960158357e-16,0.5,2002
580,112,1000.0,1.5579001319025576e-32,1.5579001319025576e-32,7.789500659512788e-33,7.789500659512788e-33,0.5,2002
581,113,1000.0,1.6347409417801048e-66,1.6347409417801048e-66,8.173704708900524e-67,8.173704708900524e-67,0.5,2002
582,114,1000.0,1.7999796311254694e-134,1.7999796311254694e-134,8.999898155627347e-135,8.999898155627347e-135,0.5,2002
583,115,1000.0,2.182251961744909e-270,2.182251961744909e-270,1.0911259808724545e-270,1.0911259808724545e-270,0.5,2002
584,116,1000.0,2.182251961744909e-270,2.182251961744909e-270,1.0911259808724545e-270,1.0911259808724545e-270,0.5,2002
585,0,27.499842456511253,2749.9842456511255,100000.0,98625.00787717444,7135859.043523129,71.35859043523129,2003
586,1,2.6429238931244985,257.02439024390253,97250.01575434887,97121.50355922693,7037234.035645954,72.36229198586284,2003
587,2,1.439328200658352,139.6047477365683,96992.99136410498,96923.1889902367,6940112.532086728,71.55272184599427,2003
588,3,1.0584763437151243,102.517018542121,96853.38661636841,96802.12810709735,6843189.343096491,70.65513744193616,2003
589,4,0.871860579565203,84.35326924099822,96750.8695978263,96708.6929632058,6746387.214989394,69.72947367845637,2003
590,5,0.5591939883529318,54.055334805965416,96666.5163285853,96639.48866118232,6649678.522026189,68.78988479757399,2003
591,6,0.4367500791997339,42.19549999071433,96612.46099377934,96591.36324378398,6553039.033365006,67.82809345667057,2003
592,7,0.36344391564357625,35.09787542580227,96570.26549378863,96552.71655607573,6456447.670121223,66.85751185530809,2003
593,8,0.3269405249217579,31.56125837455743,96535.16761836283,96519.38698917555,6359894.953565147,65.88163785769792,2003
594,9,0.3166850501030709,30.56124941523992,96503.60635998828,96488.32573528065,6263375.5665759705,64.90302075563523,2003
595,10,0.31703819281962575,30.585639877662306,96473.04511057303,96457.7522906342,6166887.24084069,63.92342269047778,2003
596,11,0.33281864361415303,32.09784854784976,96442.45947069536,96426.41054642144,6070429.488550056,62.94353671470389,2003
597,12,0.36961240472008144,35.63446559909459,96410.36162214751,96392.54438934795,5974003.078003636,61.964326006959816,2003
598,13,0.4803447858532109,46.29309767767388,96374.72715654841,96351.58060770958,5877610.533614285,60.98705238425069,2003
599,14,0.6228746282990685,60.00053755905044,96328.43405887074,96298.43379009122,5781258.953006577,60.016120987427065,2003
600,15,0.851792551977928,82.00073466403559,96268.43352131169,96227.43315397967,5684960.519216485,59.05321517419271,2003
601,16,1.0500535466898915,101.00090489106823,96186.43278664765,96135.93233420211,5588733.086062505,58.10313288630783,2003
602,17,1.228084787553214,118.00105719946583,96085.43188175658,96026.43135315685,5492597.1537283035,57.16368284099022,2003
603,18,1.385899262348438,133.00119158922845,95967.43082455712,95900.9302287625,5396570.722375147,56.233356212701885,2003
604,19,1.5234744821826571,146.00130806035602,95834.42963296789,95761.4289789377,5300669.792146385,55.31070422652056,2003
605,20,1.6616578129133703,159.00142453148365,95688.42832490754,95608.9276126418,5204908.363167447,54.39433434411022,2003
606,21,1.8005084567500338,172.00154100261125,95529.42690037606,95443.42612987474,5109299.435554805,53.484037341531376,2003
607,22,1.9086256776530715,182.0016305957863,95357.42535937345,95266.42454407556,5013856.009424931,52.57960762393926,2003
608,23,1.9753175450780402,188.00168435169135,95175.42372877766,95081.42288660182,4918589.584880856,51.67919818142769,2003
609,24,2.021338363085183,192.0017201889614,94987.42204442597,94891.4211843315,4823508.161994253,50.78049343983965,2003
610,25,2.0570798293834502,195.00174706691394,94795.42032423701,94697.91945070356,4728616.740809923,49.88233318272364,2003
611,26,2.0930327468196865,198.00177394486644,94600.4185771701,94501.41769019768,4633918.821359219,48.98412598015208,2003
612,27,2.1397948974462606,202.0018097821365,94402.41680322523,94301.41589833418,4539417.40366902,48.085817687603225,2003
613,28,2.1974622361603453,207.00185457872402,94200.4149934431,94096.91406615375,4445115.987770685,47.18785992694502,2003
614,29,2.276775681906386,214.0019172939466,93993.41313886439,93886.41218021742,4351019.073704532,46.290680680745204,2003
615,30,2.356615136845047,221.00198000916913,93779.41122157044,93668.91023156585,4257132.661524314,45.395173696133426,2003
616,31,2.4476907371569556,229.00205168370923,93558.40924156127,93443.90821571942,4163463.75129275,44.50122426240679,2003
617,32,2.550255759854642,238.01385824980446,93329.40718987756,93210.40026075265,4070019.84307703,43.60918991799255,2003
618,33,2.6465754428266512,246.37339553000268,93091.39333162775,92968.20663386275,3976809.4428162775,42.71941046847731,2003
619,34,2.7509240590901065,255.4095991089119,92845.01993609776,92717.3151365433,3883841.2361824145,41.83144382817234,2003
620,35,2.8655510540146505,265.3202554919642,92589.61033698884,92456.95020924286,3791123.9210458715,40.94545713334044,2003
621,36,2.9968925629995358,276.68597832944977,92324.29008149687,92185.94709233215,3698666.9708366287,40.06168872321386,2003
622,37,3.1515785162675636,290.0952515654445,92047.60410316742,91902.5564773847,3606481.0237442963,39.18060723994656,2003
623,38,3.3342016481415815,305.93803724237705,91757.50885160198,91604.53983298078,3514578.4672669116,38.3028976184498,2003
624,39,3.542936218146078,324.00708244454546,91451.5708143596,91289.56727313733,3422973.9274339313,37.429361758939415,2003
625,40,3.770706650778705,343.61531063319234,91127.56373191506,90955.75607659845,3331684.3601607936,36.56066533241422,2003
626,41,4.015947905467499,364.5836075125164,90783.94842128186,90601.65661752562,3240728.604084195,35.69715418242916,2003
627,42,4.284562350478502,387.4074062352568,90419.36481376935,90225.66111065172,3150126.9474666696,34.8390740628932,2003
628,43,4.577751883888336,412.14396263249364,90031.9574075341,89825.88542621785,3059901.286356018,33.986835057969735,2003
629,44,4.894785692237936,438.6697805911374,89619.8134449016,89400.47855460603,2970075.4009298,33.140834451254534,2003
630,45,5.24259569373134,467.54067973655003,89181.14366431047,88947.37332444219,2880674.922375194,32.3013902268223,2003
631,46,5.613573973544327,498.0003728135485,88713.60298457392,88464.60279816715,2791727.5490507516,31.468990719903402,2003
632,47,5.99260944171643,528.6416531179399,88215.60261176038,87951.2817852014,2703262.9462525845,30.643818850841264,2003
633,48,6.373831644199318,558.9019265418654,87686.96095864243,87407.50999537151,2615311.6644673836,29.825548016208426,2003
634,49,6.768093105286251,589.6908156121334,87128.05903210057,86833.2136242945,2527904.154472012,29.013663136242446,2003
635,50,7.184558553373653,621.7399735647707,86538.36821648844,86227.49822970605,2441070.9408477177,28.207961291123727,2003
636,51,7.646343565580676,656.9480575416663,85916.62824292366,85588.15421415283,2354843.4426180115,27.408471337583748,2003
637,52,8.17457996064596,696.9620730945071,85259.68018538199,84911.19914883474,2269255.288403859,26.615808122547108,2003
638,53,8.785152714979187,742.8963926101821,84562.71811228749,84191.2699159824,2184344.0892550237,25.83105342421136,2003
639,54,9.470205854467222,793.7909663700868,83819.8217196773,83422.92623649226,2100152.81933904,25.05556294742171,2003
640,55,10.213532898267472,847.9890965114702,83026.03075330722,82602.03620505148,2016729.8931025483,24.290332499391642,2003
641,56,10.998972444996703,903.8740157668876,82178.04165679574,81726.1046489123,1934127.8568974969,23.535823170076156,2003
642,57,11.826218321032098,961.1660503829694,81274.16764102885,80793.58461583738,1852401.7522485845,22.79201136122684,2003
643,58,12.690512731510236,1019.2131691918934,80313.00159064589,79803.39500604995,1771608.1676327472,22.058796615056256,2003
644,59,13.601718970529774,1078.5318262172648,79293.788421454,78754.52250834537,1691804.7726266973,21.33590545118862,2003
645,60,14.581221225334307,1140.473959611435,78215.25659523673,77645.01961543101,1613050.2501183518,20.62321751964419,2003
646,61,15.641709077347619,1205.5813271862548,77074.78263562529,76471.99197203216,1535405.230502921,19.920980351791872,2003
647,62,16.78128962710059,1273.1830409337144,75869.20130843903,75232.60978797218,1458933.238530889,19.229584777092015,2003
648,63,18.008241080474416,1343.3430806047095,74596.01826750532,73924.34672720297,1383700.6287429167,18.549255856805814,2003
649,64,19.334280199727328,1416.2877474431498,73252.67518690061,72544.53131317903,1309776.2820157139,17.880251863483263,2003
650,65,20.739751869411542,1489.8688506892597,71836.38743945747,71091.45301411283,1237231.7507025346,17.222911602358252,2003
651,66,22.264830383554045,1566.2533044524555,70346.5185887682,69563.39193654197,1166140.2976884216,16.577086131375548,2003
652,67,23.989764461016115,1650.0223637369381,68780.26528431574,67955.25410244727,1096576.9057518796,15.943190989726187,2003
653,68,25.963076025385952,1742.9076005496147,67130.2429205788,66258.78912030399,1028621.6516494325,15.322775650706129,2003
654,69,28.171372780963274,1842.050998454389,65387.33532002919,64466.309820801995,962362.8625291286,14.717878589469624,2003
655,70,30.554683902883806,1941.6060759645961,63545.2843215748,62574.4812835925,897896.5527083266,14.130026520370357,2003
656,71,33.08872902055775,2038.3874161386243,61603.6782456102,60584.48453754089,835322.0714247341,13.559613568760533,2003
657,72,35.820670046618524,2133.6686290333737,59565.290829471574,58498.45651495489,774737.5868871933,13.006527393699393,2003
658,73,38.76234494124318,2226.184350268545,57431.6222004382,56318.53002530393,716239.1303722383,12.471163148979857,2003
659,74,41.926567803635045,2314.5745331544986,55205.437850169656,54048.1505835924,659920.6003469344,11.953905739104764,2003
660,75,45.323677989567805,2397.208457570639,52890.86331701516,51692.25908822984,605872.449763342,11.455143890011547,2003
661,76,48.97411174049991,2472.881895272672,50493.65485944452,49257.21391180818,554180.1906751123,10.975244161226653,2003
662,77,52.908339736687225,2540.6993704067286,48020.77296417185,46750.42327896848,504922.9767633041,10.51467824435116,2003
663,78,57.15613659809205,2599.4652988165185,45480.07359376512,44180.34094435686,458172.55348433554,10.074138348517241,2003
664,79,61.74341201296815,2647.5950653217114,42880.6082949486,41556.81076228774,413992.21253997873,9.654532176698334,2003
665,80,65.01036712290367,2615.562960518684,40233.013229626886,38925.231749367544,372435.40177769103,9.256960189684131,2003
666,81,68.47939042444611,2576.020063750446,37617.4502691082,36329.44023723298,333510.1700283234,8.865836670014955,2003
667,82,72.17489778597782,2529.111643346172,35041.430205357756,33776.87438368467,297180.7297910905,8.480839053928005,2003
668,83,76.1251844646659,2475.006247907113,32512.318562011584,31274.815438058027,263403.85540740576,8.10166321743584,2003
669,84,80.36323074106117,2413.895460339696,30037.31231410447,28830.36458393462,232129.0399693477,7.72802298494423,2003
670,85,84.92771423872011,2345.99365285358,27623.416853764775,26450.420027337983,203298.67538541305,7.359649838456014,2003
671,86,89.86429293972398,2271.537763288059,25277.423200911195,24141.654319267167,176848.25535807514,6.996292855978301,2003
672,87,95.22724633985426,2190.787119835004,23005.885437623136,21910.491877705634,152706.60103880794,6.637718919919341,2003
673,88,101.08159560567015,2104.023350650925,20815.09831778813,19763.08664246267,130796.1091611023,6.283713252957676,2003
674,89,107.50587188930855,2011.5504283283008,18711.074967137207,17705.299752973056,111033.02251863963,5.934080362226654,2003
675,90,114.59577273416042,1913.6949188178805,16699.524538808906,15742.677079399966,93327.72276566658,5.588645505970985,2003
676,91,122.46905179099593,1810.8065335035226,14785.829619991026,13880.426353239265,77585.0456862666,5.247256845254632,2003
677,92,131.2721461719247,1703.2591271934853,12975.023086487503,12123.393522890761,63704.619333027345,4.909788515087179,2003
678,93,141.1892902205658,1591.4523529464768,11271.763959294018,10476.037782820778,51581.22581013658,4.576144958004183,2003
679,94,152.45524654477057,1475.8142925759184,9680.31160634754,8942.40446005958,41105.1880273158,4.246267031359037,2003
680,95,165.37339280355448,1356.8055570260622,8204.497313771622,7526.094535258591,32162.783567256225,3.9201406664207847,2003
681,96,180.34188566456257,1234.9256438611756,6847.69175674556,6230.2289348149725,24636.689031997634,3.59780929212072,2003
682,97,197.89223743789165,1110.7228442942687,5612.766112884385,5057.40469073725,18406.460097182662,3.279391965920282,2003
683,98,218.74731861857808,984.8098933089068,4502.043268590116,4009.6383219356626,13349.05540644541,2.96511041987961,2003
684,99,243.91023663863325,857.8892248781385,3517.233375281209,3088.28876284214,9339.417084509747,2.655330507820808,2003
685,100,274.802683746371,730.7949095359766,2659.3441504030707,2293.9466956350825,6251.128321667607,2.3506278120190416,2003
686,101,313.48165479456145,604.564807379812,1928.549240867094,1626.266837177188,3957.181626032525,2.051895560754953,2003
687,102,362.9724880766221,480.56992399759577,1323.984433487282,1083.6994714884843,2330.914788855337,1.7605303581371203,2003
688,103,427.733383098181,360.7565414981164,843.4145094896863,663.0362387406282,1247.2153173668526,1.4787691026580616,2003
689,104,514.0590157897049,248.11467998880528,482.65796799156993,358.6006279971673,584.1790786262244,1.2103375834798766,2003
690,105,629.1732206970232,147.56835590556892,234.54328800276465,160.7591100499802,225.57845062905707,0.9617774720818193,2003
691,106,773.7224474242688,67.29445732680188,86.97493209719573,53.327703433794795,64.81934057907687,0.7452646298894527,2003
692,107,916.8914399039211,18.044858850219217,19.68047477039386,10.658045345284252,11.491637145282079,0.5839105651337952,2003
693,108,990.3509159699978,1.619833724720069,1.6356159201746434,0.825699057814609,0.8335917999978262,0.5096500894347,2003
694,109,999.8958030955316,0.015780550998662313,0.015782195454574394,0.007891919955243238,0.007892742183217324,0.5001041969056118,2003
695,110,999.9999890256406,1.6444558940329339e-06,1.6444559120797842e-06,8.222279650633172e-07,8.222279740867424e-07,0.5000000109743594,2003
696,111,999.9999999999998,1.8046850315553455e-14,1.8046850315553458e-14,9.02342515777673e-15,9.023425157776732e-15,0.5000000000000002,2003
697,112,1000.0,2.1737295964837045e-30,2.1737295964837045e-30,1.0868647982418523e-30,1.0868647982418523e-30,0.5,2003
698,113,1000.0,3.1536517097242358e-62,3.1536517097242358e-62,1.5768258548621179e-62,1.5768258548621179e-62,0.5,2003
699,114,1000.0,6.637891463242655e-126,6.637891463242655e-126,3.3189457316213274e-126,3.3189457316213274e-126,0.5,2003
700,115,1000.0,2.940783038093485e-253,2.940783038093485e-253,1.4703915190467425e-253,1.4703915190467425e-253,0.5,2003
701,116,1000.0,2.940783038093485e-253,2.940783038093485e-253,1.4703915190467425e-253,1.4703915190467425e-253,0.5,2003
702,0,26.579907553647935,2657.990755364793,100000.0,98671.0046223176,7167417.713423361,71.67417713423362,2004
703,1,2.5669825520327056,249.8752393107849,97342.0092446352,97217.07162497981,7068746.708801043,72.61763717077395,2004
704,2,1.3815833348014737,134.14087428206767,97092.13400532442,97025.0635681834,6971529.637176064,71.803238322002,2004
705,3,1.0387955083179665,100.71952776005105,96957.99313104236,96907.63336716233,6874504.57360788,70.90188597774223,2004
706,4,0.7543138705165733,73.0607849393746,96857.2736032823,96820.74321081262,6777596.9402407175,69.97509519007397,2004
707,5,0.5040677492121302,48.785800314609915,96784.21281834293,96759.81991818562,6680776.197029904,69.02754077846606,2004
708,6,0.4154851826849065,40.192136566687935,96735.42701802832,96715.33094974497,6584016.377111719,68.06210072225839,2004
709,7,0.34614059899691574,33.470146522016584,96695.23488146163,96678.49980820062,6487301.046161975,67.0901834419735,2004
710,8,0.30943292777000514,29.910332865347797,96661.76473493961,96646.80956850694,6390622.546353775,66.1132409891106,2004
711,9,0.2965933988471489,28.660370134014038,96631.85440207427,96617.52421700726,6293975.736785269,65.13355017069986,2004
712,10,0.2989252390122841,28.877132865347797,96603.19403194025,96588.75546550757,6197358.212568262,64.15272574237252,2004
713,11,0.3066659882147094,29.616058328015313,96574.3168990749,96559.50886991089,6100769.457102754,63.171758838101546,2004
714,12,0.34875111416237975,33.670071984684114,96544.70084074688,96527.86580475455,6004209.948232842,62.19098403067145,2004
715,13,0.452982815219379,43.717838417358,96511.0307687622,96489.17184955352,5907682.082428089,61.21250633601391,2004
716,14,0.5892878818729785,56.84701850670071,96467.31293034484,96438.88942109149,5811192.910578533,60.240020521506196,2004
717,15,0.8206985311367063,79.12392776005106,96410.46591183814,96370.90394795811,5714754.021157443,59.27524534922649,2004
718,16,1.0025768399173813,96.57957243139757,96331.34198407808,96283.05219786239,5618383.117209486,58.32352172710423,2004
719,17,1.181332907061014,113.68529164007657,96234.76241164669,96177.91976582665,5522100.065011623,57.38155243103004,2004
720,18,1.3336047253685361,128.1875226547543,96121.07712000661,96056.98335867922,5425922.145245797,56.44882795551245,2004
721,19,1.461490568026064,140.292702744097,95992.88959735185,95922.7432459798,5329865.161887118,55.5235412148084,2004
722,20,1.5951205342186692,152.89644556477344,95852.59689460775,95776.14867182536,5233942.418641138,54.60407530112079,2004
723,21,1.7269586516847755,165.26942565411613,95699.70044904297,95617.06573621591,5138166.269969312,53.6905157054825,2004
724,22,1.83480646934377,175.28719208679001,95534.43102338885,95446.78742734547,5042549.204233096,52.782532435856275,2004
725,23,1.8986589713699606,181.0544939374601,95359.14383130206,95268.61658433333,4947102.416805753,51.87863709805922,2004
726,24,1.9543630908943994,186.01254486279515,95178.0893373646,95085.08306493319,4851833.800221418,50.97637317580304,2004
727,25,2.014576679467806,191.3688226403891,94992.0767925018,94896.3923811816,4756748.717156484,50.07521551031041,2004
728,26,2.0496277491829384,194.3061616972161,94800.70796986141,94703.5548890128,4661852.324775302,49.17529019147595,2004
729,27,2.09330047408999,198.0396257569782,94606.4018081642,94507.38199528572,4567148.76988629,48.27526132055221,2004
730,28,2.1529828272371234,203.25958252630542,94408.36218240722,94306.73239114406,4472641.387891005,47.37547908361523,2004
