,0,1,2
49,"[-5.2792458000298, -5.298048142966197, -5.31778650048034, -5.340357224148081, -5.36063187445359, -5.380529955651925, -5.400235336896346, -5.422092723351286, -5.443748143192694, -5.466114836436079]","[-5.301618345329192, -5.320623517283824, -5.342617308968332, -5.36345080311003, -5.383285869160321, -5.402596267187622, -5.423625994721082, -5.444999872022894, -5.46689740220609, -5.48902588921192]","[-5.322307037371886, -5.3445432690863734, -5.36465093884219, -5.384088946688665, -5.4033715615009195, -5.423999671075237, -5.444643119532359, -5.466375531811011, -5.487061681408179, -5.564407224017871]"
50,"[-5.206314365105666, -5.2247207078206905, -5.24400375104133, -5.266487122239507, -5.286242023767866, -5.305392955156005, -5.324470328824557, -5.346368238987363, -5.366423385875262, -5.387479138286746]","[-5.22785611297389, -5.246303672300777, -5.268084146412215, -5.2887922603209825, -5.308087427498898, -5.326373061495027, -5.348136151539287, -5.368312104003629, -5.390298050226769, -5.410326686086258]","[-5.248573329725273, -5.27069254448355, -5.290754827165015, -5.309907176026114, -5.328884708189376, -5.350031780504592, -5.36979434681774, -5.390901927330502, -5.410501845606573, -5.4774766494119245]"
51,"[-5.133531861340548, -5.1516385417039645, -5.170148326417352, -5.192089271133686, -5.211192209606911, -5.230138408353473, -5.248728223478342, -5.271385098209525, -5.290306218301798, -5.3114346585775865]","[-5.1544202140656346, -5.172483690374815, -5.193697618612372, -5.2131067386952274, -5.231869256415688, -5.250121882477128, -5.273394771212065, -5.291560011276328, -5.312824389257752, -5.333343589970195]","[-5.175010132387868, -5.1964178371882355, -5.215473041654221, -5.233900944486848, -5.252421402156941, -5.2750244781082785, -5.292970631987444, -5.313600425392977, -5.33353212174832, -5.393579167098395]"
52,"[-5.060639632099677, -5.07835627643149, -5.096441949882913, -5.117871157058883, -5.136239716017056, -5.154497088098336, -5.172855791801024, -5.194473331028033, -5.213020070621181, -5.233232407995868]","[-5.081359177943411, -5.099170915898028, -5.120214861001911, -5.1391075981074, -5.157234996672812, -5.175293535109701, -5.196635319035592, -5.214588528614583, -5.234345905598345, -5.254352066781464]","[-5.101967438727707, -5.123008886024445, -5.141789853245109, -5.159788850367159, -5.177706317648381, -5.198544837206692, -5.216142486453146, -5.235918815851301, -5.254971809357494, -5.313689872294754]"
53,"[-4.988363925586615, -5.005597092430268, -5.023404671098266, -5.043900870005761, -5.061867326717053, -5.079665607060466, -5.097690394367252, -5.11802699438778, -5.136639027143989, -5.156180270235215]","[-5.0093263614514285, -5.026656600047033, -5.046837186772507, -5.065454027015846, -5.083116248581689, -5.100626906711739, -5.1206286124476605, -5.138301177282017, -5.158091048110407, -5.17784476127116]","[-5.029628657222848, -5.050045516760211, -5.068213122383814, -5.085513273672324, -5.103534598321777, -5.1232949816148095, -5.1406707302193455, -5.1599177238057665, -5.1795136038671545, -5.241416342974763]"
54,"[-4.915874694761504, -4.932624568518866, -4.949951212209333, -4.969741137054433, -4.98718542354988, -5.0045176942913425, -5.022711553898324, -5.042043204706777, -5.0605614719061744, -5.079388880458344]","[-4.937473879642728, -4.95426087405527, -4.9741062852367195, -4.9921184084191355, -5.00905615601683, -5.026765690632108, -5.045875368155483, -5.063646817095521, -5.081691083945278, -5.101362173892501]","[-4.958069286934969, -4.977532164819476, -4.995241490818498, -5.012376287646529, -5.030640000171897, -5.04886158338928, -5.066015490956542, -5.084547767110107, -5.10307834266865, -5.172199576787588]"
55,"[-4.842936962943964, -4.859086124327473, -4.876297269117527, -4.8945635427799745, -4.9112646953281685, -4.92837996232181, -4.9469883983102365, -4.965010466155104, -4.983566073801808, -5.001715023171596]","[-4.864961196302031, -4.881030047877286, -4.8986961977617485, -4.916029047785853, -4.932315905212019, -4.949860387115334, -4.967344886256908, -4.984700866608475, -5.001952635689233, -5.020760385884498]","[-4.885434554239881, -4.904029378017556, -4.921109631007683, -4.937530600747239, -4.955609797781479, -4.972955529859435, -4.990204175284278, -5.007880728041899, -5.025822283050191, -5.100885452052724]"
56,"[-4.770238096263251, -4.7859679520092815, -4.8021232712976545, -4.8204658463559955, -4.836613705750546, -4.853252435471854, -4.87168906665965, -4.8889428231827825, -4.907196060191831, -4.925055675577363]","[-4.792182297823758, -4.807567807292373, -4.823580457275541, -4.839957775926025, -4.855723780026467, -4.873284148430259, -4.889764378225238, -4.906753030052216, -4.923695717384846, -4.940833099564345]","[-4.812693196877796, -4.8299746378957815, -4.846330914244015, -4.862421085655648, -4.880077067360241, -4.897316570922691, -4.914135446369607, -4.93084157590564, -4.947365976467688, -5.0261436771303005]"
57,"[-4.699315237340673, -4.71456310105805, -4.730634396423741, -4.748348531772538, -4.763952021946355, -4.780019225080653, -4.798050729085847, -4.814414932851835, -4.832747766276046, -4.8500668886054]","[-4.721147351061848, -4.73632519236013, -4.75325071541771, -4.769318158833233, -4.78465866586372, -4.802487717104999, -4.8184548608045255, -4.835200318230239, -4.85195142505869, -4.869403886703697]","[-4.741312403614695, -4.758913791189964, -4.774833737324054, -4.790380834053333, -4.807997065047796, -4.823780723298962, -4.840424154336627, -4.857354296754177, -4.874190256382401, -4.957770124460633]"
58,"[-4.6305468894618755, -4.645410542570353, -4.661135590829254, -4.678724550836087, -4.694146596089304, -4.709981868237556, -4.728215553060473, -4.7442742141041165, -4.761932341575921, -4.7791162507686025]","[-4.651754617503236, -4.66645372826452, -4.683248815870235, -4.699399724414895, -4.714766410922954, -4.730646531841109, -4.74681636299784, -4.762130914999495, -4.778669356180678, -4.796518853677759]","[-4.6719103368562855, -4.68911257261459, -4.70518990108792, -4.720967785139123, -4.738402037565152, -4.752800877821187, -4.7676007679295935, -4.783016724195818, -4.801540210526923, -4.888897239845733]"
59,"[-4.562381239828341, -4.577172000181549, -4.592410774190598, -4.60946007560628, -4.6249899437992505, -4.640672140043848, -4.6583771093158655, -4.674380850267284, -4.691577520441883, -4.708038009923571]","[-4.582855415882502, -4.597282293604646, -4.612710387797986, -4.628699384050403, -4.643971517102752, -4.66136732080761, -4.677337701784406, -4.693435836004053, -4.709669192673598, -4.727981460632716]","[-4.602634393743024, -4.619977736047254, -4.635972215926991, -4.651097962765739, -4.668738983704493, -4.68355060475205, -4.698311654052482, -4.714414012751327, -4.730575536510692, -4.820379463157401]"
60,"[-4.4940281079049065, -4.508449596994634, -4.523818860472257, -4.541022662715132, -4.556553196803744, -4.571776711092408, -4.58952012349766, -4.605843917177136, -4.622550272093232, -4.638868001000102]","[-4.513553029735035, -4.527828735176867, -4.5444100171964825, -4.560512694407648, -4.57548726710344, -4.591847015422231, -4.607382942799872, -4.622823820326871, -4.637190314818567, -4.653291321237034]","[-4.532995121383661, -4.549803482198709, -4.565647583284968, -4.580664497630292, -4.597575210796291, -4.611756885254377, -4.626779531890148, -4.642572982066864, -4.6570045089513, -4.748980719426268]"
61,"[-4.423610316269557, -4.437642205186646, -4.452932834305327, -4.470099689119022, -4.485960293241303, -4.501475610450368, -4.518861700460772, -4.534836574137668, -4.551753475010853, -4.568212576821904]","[-4.442570889097836, -4.456901307878282, -4.473449505594757, -4.489693689820554, -4.505138746191945, -4.522074748491135, -4.537914647449937, -4.553073766370502, -4.568549287234631, -4.586351225813117]","[-4.461950150294505, -4.479510475857459, -4.495886419875823, -4.511079988418422, -4.528368738455973, -4.543589117912851, -4.557967777340017, -4.572798879793189, -4.588523764139317, -4.682319786375664]"
62,"[-4.349183738596143, -4.363072114429774, -4.3777028847405335, -4.394092392540874, -4.409168266124429, -4.423813802554609, -4.441066484331491, -4.456202682472171, -4.472123366213741, -4.487828182421031]","[-4.368312085355923, -4.3821428980038615, -4.398312665830657, -4.414147159393236, -4.42901525304775, -4.445275396417186, -4.460395967896387, -4.475156127783761, -4.490438735421106, -4.507175235386297]","[-4.387005484129402, -4.403141111533257, -4.418724686305138, -4.433229657287809, -4.449269833440992, -4.4631223533555, -4.477940221714887, -4.491809551070544, -4.50805696512303, -4.597436998437258]"
63,"[-4.271407452874889, -4.285138468721022, -4.299304829442014, -4.314938354768862, -4.329701103732993, -4.344545807221045, -4.362151590638866, -4.377001181707789, -4.392847480715324, -4.408580873624493]","[-4.289982228008876, -4.303675411669383, -4.319333186773429, -4.334852108200858, -4.349504957375894, -4.3656522002349, -4.379364955639312, -4.393528105160067, -4.408195879710684, -4.426716713635097]","[-4.3092057482633646, -4.3251314797732885, -4.340328813653057, -4.354457812506324, -4.371181829023724, -4.383667149703568, -4.396758720401293, -4.410179749253755, -4.425606185692912, -4.514023648697501]"
64,"[-4.190821971589426, -4.204317225919763, -4.218125989505748, -4.232824087919394, -4.24707471563826, -4.261341608905892, -4.280179375627736, -4.2942213759140175, -4.310100559921662, -4.326039452882211]","[-4.209651029805216, -4.222764432566735, -4.237358219126734, -4.252012192408118, -4.266334761070582, -4.2851642632359, -4.298881160231802, -4.313455982270214, -4.328551437842223, -4.344264719771716]","[-4.229386806996339, -4.243990153582566, -4.258560734377974, -4.272224311293834, -4.289931178601258, -4.303881590762907, -4.317275101827257, -4.332231884399229, -4.346593159759217, -4.424981522882157]"
65,"[-4.1101052107378155, -4.12315053009384, -4.1358602296649725, -4.14980957080566, -4.163506663227013, -4.1774666922255665, -4.197228044094077, -4.210610592560402, -4.226393442423573, -4.2426052948548705]","[-4.129052901923855, -4.141372429490288, -4.154763798512717, -4.16835878445228, -4.181690859891673, -4.197064820960363, -4.210010555856129, -4.224069888986846, -4.239502811156412, -4.254479025773903]","[-4.1488407053277045, -4.163256363406792, -4.177121590286508, -4.190708367548898, -4.209033508248642, -4.219958140909687, -4.234519591949895, -4.250537062458709, -4.265785085432246, -4.3357290052101165]"
66,"[-4.0298007881800935, -4.042588464596431, -4.054919144750695, -4.068241744914214, -4.081569848262827, -4.09498160579906, -4.114245627687435, -4.127124407940666, -4.142990639113943, -4.159853735619347]","[-4.049140017582596, -4.061067690244437, -4.0740623670728215, -4.086959890192867, -4.100136484122396, -4.116939394837738, -4.129355129888774, -4.1436183556081065, -4.158931722036124, -4.174893503180266]","[-4.06860839603387, -4.082155240046905, -4.095483514758872, -4.108836935180353, -4.128024560677932, -4.138873726408111, -4.152509671914505, -4.167587461228596, -4.183623735140191, -4.248829830716478]"
67,"[-3.9470531950287637, -3.9593147328637657, -3.9708392844118294, -3.983668551831704, -3.9961717613555607, -4.009239262021344, -4.029285231656592, -4.04167087474392, -4.0571147557862215, -4.073483899287146]","[-3.9664481881193305, -3.977719909802773, -3.990196360566416, -4.002488568716445, -4.015193207480707, -4.032503461756506, -4.044430556998351, -4.0582275505296375, -4.0729946515641595, -4.088753661432066]","[-3.9855025034730236, -3.9978658162389795, -4.010370623912374, -4.022947419095496, -4.041980897668461, -4.052397094327668, -4.065925474870662, -4.0799357356836, -4.094360302794437, -4.155307169664363]"
68,"[-3.8625640249524933, -3.874685623188756, -3.8861713926021677, -3.898767408420585, -3.911144540150903, -3.923755634081803, -3.942553301778875, -3.954428080906413, -3.96939033127322, -3.9849624861676913]","[-3.8812966569546528, -3.8923120712149806, -3.904559653181202, -3.9163612908903427, -3.92853065759278, -3.945103546533353, -3.9562357616830535, -3.969309746216602, -3.9835169938612647, -3.997725534181661]","[-3.899721569151683, -3.9120267133722737, -3.923977421366675, -3.9360019795159533, -3.9557237650762036, -3.965742077448471, -3.978858370103939, -3.993536335186167, -4.006861835488184, -4.0657549609924395]"
69,"[-3.7772383480272396, -3.788847725366722, -3.7998095140732033, -3.812280728010009, -3.8241546531147463, -3.8360817716396554, -3.853630958584617, -3.864466193591724, -3.8784042266137106, -3.892632784781526]","[-3.794395699218512, -3.805096183956266, -3.8170210049083835, -3.82836944428891, -3.8397439327618486, -3.8562497981420165, -3.8665532498216635, -3.878796783328653, -3.8918672623640305, -3.904508056171835]","[-3.8120470819334145, -3.8242013081247563, -3.8358661755258794, -3.847178520568704, -3.8645126614058967, -3.874050392703211, -3.886034911432361, -3.8988749002377148, -3.9115871805037017, -3.9700321610356326]"
70,"[-3.69369878779861, -3.7053530157706405, -3.7161296854889656, -3.7287206879979635, -3.7404043858102227, -3.752056021911528, -3.7693170557892586, -3.7798034592694307, -3.7926029690704013, -3.805875583288696]","[-3.7087153113908387, -3.7188169734082437, -3.7306668759784913, -3.7418906103349543, -3.752968853478811, -3.767740249773047, -3.777473389310322, -3.789362657954476, -3.8014917989722705, -3.8136193250767207]","[-3.7255910151329044, -3.738415796371937, -3.750082507791758, -3.7611669200163487, -3.778698266546071, -3.7879291503381136, -3.799512689064086, -3.813241254600525, -3.8246772336464527, -3.883039404700339]"
71,"[-3.610655888176237, -3.6217168944018825, -3.6319814847844585, -3.644152458018337, -3.655224508798395, -3.665954409359668, -3.6818233395057662, -3.6912527980345233, -3.7033201709452017, -3.715519674314831]","[-3.6236059083357914, -3.6332763130531176, -3.6445385128945573, -3.655109037154959, -3.6654086340904697, -3.6773382401779755, -3.6860108286828264, -3.696078298123227, -3.707400860706018, -3.719177915224479]","[-3.6399231641528416, -3.6520860190478373, -3.663316048213582, -3.6740486999017405, -3.690201439426582, -3.6984088686269927, -3.708814747163396, -3.7213264447611976, -3.7328789695141125, -3.7906782641050625]"
72,"[-3.526417560315971, -3.537141840345506, -3.5473675778129143, -3.5592630444088025, -3.5702383577817125, -3.580771464295034, -3.595850514619891, -3.604605336114113, -3.615902026555781, -3.6279760416590614]","[-3.5375607336819823, -3.547005279636448, -3.5581096398592647, -3.568422121642595, -3.5785866963625605, -3.591443219868904, -3.5997856740788277, -3.609467568522757, -3.619924141740864, -3.6314661164716537]","[-3.5533511999835454, -3.56571639681507, -3.576591708495208, -3.5872486473833405, -3.60300420018185, -3.610622599053123, -3.6202663055462025, -3.6313608039942764, -3.6429194754761838, -3.698962858210244]"
73,"[-3.440171261424976, -3.4498119886171397, -3.45922279368605, -3.470142156923967, -3.48036592464413, -3.490354061233657, -3.5045473157566365, -3.5124615292203005, -3.5229313179057415, -3.5342756408404883]","[-3.449965028079145, -3.4589405665042925, -3.4693357720839906, -3.4790127063038874, -3.4883913872632313, -3.5016544414552975, -3.5092446263748336, -3.518540659906261, -3.529052241692238, -3.5397350899743962]","[-3.4653248517945365, -3.4758883305996613, -3.4857736016794996, -3.4952451029032425, -3.509681221207972, -3.516710690798606, -3.5264791367746846, -3.5378798773683564, -3.5489682039417283, -3.600258175859596]"
74,"[-3.3537985881029875, -3.363340596964887, -3.372671755327216, -3.383333456998995, -3.3934161600827486, -3.403206876775554, -3.4179911635055453, -3.4253498658708543, -3.4357196984983296, -3.4465147180653424]","[-3.3624561044575927, -3.371358805075502, -3.3814318866657374, -3.3911104842277524, -3.4004722234981415, -3.413728958666539, -3.420621277969545, -3.4291271755660233, -3.4390006458575186, -3.4494327606821713]","[-3.3774435626809383, -3.3881675782148624, -3.39825878706769, -3.408002012828448, -3.4236737242435002, -3.4299942636397565, -3.4385336199310506, -3.448053610464641, -3.458585979370483, -3.504067229060539]"
75,"[-3.2679974084624446, -3.2773165956043995, -3.2862427869716084, -3.296045855795721, -3.3059535959639943, -3.3155677618363297, -3.3315888477393782, -3.3385391251088476, -3.348684663595388, -3.3594015228466487]","[-3.2755438987659544, -3.284139748153302, -3.293145840478155, -3.3025796641158194, -3.3114107013242573, -3.3237802111106247, -3.3303557009930045, -3.3386030746186406, -3.347967626483205, -3.3581019108677537]","[-3.2908203585458353, -3.3004236344633058, -3.30996202048039, -3.3195724927273944, -3.333657687754686, -3.3395004372497454, -3.3478268801619664, -3.3573604782496944, -3.3685509140988246, -3.408570508231725]"
76,"[-3.183486407214462, -3.192245328390657, -3.20070831157422, -3.2095067580804817, -3.2188006905481807, -3.2277666372821323, -3.2422759528846137, -3.2485474404521875, -3.258253037986963, -3.268442846892088]","[-3.1902540528205003, -3.198473707492348, -3.2067207458418574, -3.215456340181526, -3.2244059803885188, -3.236200357506868, -3.242071801050451, -3.249911037458923, -3.258440112880316, -3.268301647341695]","[-3.205401797806967, -3.2138787582797295, -3.2236786270794755, -3.2332210131270176, -3.2491364442092663, -3.2546311486793047, -3.262768138228107, -3.27214246711706, -3.2818358037901407, -3.316716635627795]"
77,"[-3.0987526488389134, -3.106901022874868, -3.1151309397901654, -3.123158120819485, -3.1321595379050136, -3.1407327440466046, -3.15565125671134, -3.161373139628327, -3.1709115228514433, -3.1806424924071193]","[-3.1043792470328815, -3.111938763965697, -3.1195168379664726, -3.127488059547574, -3.135594803464443, -3.1477967869460888, -3.1532069105625458, -3.1606911705777354, -3.1693813396588273, -3.1781787561223216]","[-3.119510793356884, -3.1279890791016705, -3.1377013868155963, -3.1468058249416835, -3.1622318618434555, -3.1676004563893265, -3.1757593683402128, -3.186167206379313, -3.1957102043057866, -3.2254846112306303]"
78,"[-3.013912155683727, -3.0215859859433185, -3.029550635181011, -3.037044359761865, -3.0457271015454244, -3.0541218830455255, -3.068152707460911, -3.07356547603348, -3.0827367747385215, -3.0919562945325088]","[-3.0181113353436455, -3.0258421108564004, -3.0333153831278548, -3.042005008316563, -3.050474572225438, -3.0634110311483607, -3.0685773140256867, -3.0764205644344553, -3.085478657155262, -3.0948018936877713]","[-3.0329456442970923, -3.0402143287476293, -3.0493372061293713, -3.058339806925892, -3.0712238174867026, -3.0765218396674983, -3.0843396128159157, -3.094015241321563, -3.1057118072178356, -3.130693825614094]"
79,"[-2.9284882504681082, -2.9353633351812096, -2.942786418944779, -2.949269219879243, -2.9575343258866997, -2.9652952604183884, -2.9784387514183255, -2.983886878118101, -2.992585138529721, -3.0014176956566008]","[-2.931160568546049, -2.938317559014551, -2.9447835034760756, -2.9527029109257383, -2.960604943621449, -2.9725566369551344, -2.97791581722676, -2.986274029414646, -2.994944755274348, -3.0043118617567344]","[-2.946285810725536, -2.953325848964747, -2.961862553780671, -2.9706428711616955, -2.9830630085745415, -2.9885851991677246, -2.997891737086471, -3.0080348625162205, -3.0183279997983536, -3.0404312218853793]"
80,"[-2.852890099498516, -2.8599653920224664, -2.867513095594084, -2.874143750972187, -2.8824753906643745, -2.8894018755360302, -2.9022610421358404, -2.9076788878134248, -2.916455801210439, -2.9225036777621862]","[-2.8529090787543385, -2.8601577178834408, -2.8670937641783087, -2.8755907005889743, -2.8839475558398693, -2.894086323611292, -2.9006602279169886, -2.9091535638345807, -2.916076205137971, -2.922680744834098]","[-2.869847815744466, -2.8765534439868095, -2.8847238959557178, -2.8935249063930275, -2.9039686441234114, -2.9092266594803693, -2.9189930937996866, -2.9267841379902126, -2.9284086479152354, -2.926550867878719]"
81,"[-2.7754670850779464, -2.7825144705209484, -2.7896455432135214, -2.796380332096999, -2.8041620970550527, -2.8113958163965096, -2.821666334647273, -2.8274596867929747, -2.834772899172788, -2.8356775180516367]","[-2.781432959508771, -2.788684455935532, -2.795876207087809, -2.803962235596651, -2.811825336214775, -2.8193708157880844, -2.825679186989242, -2.8294062316666038, -2.82997114644541, -2.845299043368237]","[-2.796140574929706, -2.8029919267496384, -2.810824626204959, -2.818099685092858, -2.827699548644415, -2.8381857202252663, -2.8383681718473612, -2.839196890497516, -2.8611166178229555, -2.8369099366459354]"
82,"[-2.707399997606425, -2.714273338883667, -2.721372354521899, -2.7280791217717515, -2.7356856891210364, -2.7435637914831923, -2.752350792035012, -2.761189776218979, -2.7692159374500798, -2.7753103181976067]","[-2.7077511143908537, -2.7147747697346545, -2.7214229116254187, -2.7290158257857597, -2.7364778425582386, -2.74633107614151, -2.7533994577862955, -2.758607894651655, -2.7622243610714263, -2.772814287575025]","[-2.7200705229028976, -2.726534201456598, -2.733776339488468, -2.7410935635402716, -2.7494382156714714, -2.762154453127078, -2.7616545829646206, -2.7599455157019115, -2.7713850430868483, -2.716997659923873]"
83,"[-2.6367555158534546, -2.6434977138736744, -2.6503035053932567, -2.6568088936941225, -2.664054376105358, -2.672619387539615, -2.6807195647010107, -2.690903452257206, -2.6999517297693987, -2.7060386548140545]","[-2.638378698927742, -2.645461745177787, -2.652251738206875, -2.659756710836124, -2.667259795208853, -2.675560504747015, -2.6835472039779837, -2.688667186619174, -2.6912353384209986, -2.7062735418690558]","[-2.6463609507985755, -2.6525852631524547, -2.65953948560435, -2.6666532156736, -2.6736101529308005, -2.6845182751052423, -2.6840808296614203, -2.6858034630344125, -2.701990676395676, -2.62757327156522]"
84,"[-2.565299245162356, -2.572625371260989, -2.5800512811229113, -2.5873309286371353, -2.594893128710288, -2.602910904312927, -2.6077933484748486, -2.618817556282926, -2.6287903949678424, -2.6354728141859654]","[-2.5664415781965535, -2.5732247013246696, -2.5799147285169046, -2.5870621966777425, -2.5941832152774613, -2.6026687411239426, -2.6073558622619193, -2.612426813563524, -2.6190370217545014, -2.625694010278402]","[-2.5765225587811913, -2.5821467576016333, -2.588619469052985, -2.5950217301425185, -2.600357514659747, -2.6122936660823073, -2.6093409027372148, -2.614962163234934, -2.6266475942385044, -2.530343587363943]"
85,"[-2.4947011305952547, -2.5020585179330883, -2.509613615274626, -2.516975465510237, -2.5250646018425105, -2.5339538951406357, -2.5405912793243406, -2.5547043991277096, -2.5634000946769593, -2.56993203591575]","[-2.499073704589936, -2.506310669124904, -2.5134078779973414, -2.5207681948103335, -2.528475270957532, -2.5350566020951, -2.547276685830983, -2.5513205596961406, -2.5501948277250257, -2.555927318871799]","[-2.505355578183828, -2.5109900755693, -2.517155321117191, -2.523690025124399, -2.5281458611485346, -2.5422237369117124, -2.5386683629245295, -2.5318807261415555, -2.548435204697473, -2.446125053835733]"
86,"[-2.422944355972521, -2.430409300357513, -2.438114433765821, -2.4458496316638216, -2.4537707546096668, -2.463501186792217, -2.4679614535835013, -2.4823945506777987, -2.492201792758368, -2.4991196098108217]","[-2.4278839566802333, -2.435190056549544, -2.4424357345385204, -2.4496929390413413, -2.4569370659125696, -2.463807395292605, -2.4725702811090002, -2.4764180726894836, -2.472757518157522, -2.4745624501781265]","[-2.434049195434567, -2.43922094657239, -2.444871838029143, -2.450589921615687, -2.4539632965453384, -2.471567938161683, -2.46756047062729, -2.4657725210410026, -2.471246140833613, -2.36062319093537]"
87,"[-2.3545138019369483, -2.3627774597378015, -2.3712844730587244, -2.3795871430309057, -2.3876540961907744, -2.3966414838330388, -2.4018266045720815, -2.419087578845167, -2.4282803491921663, -2.43845513865813]","[-2.356827201116366, -2.3646102806362337, -2.3725009912434047, -2.3799661097857183, -2.388058588634712, -2.3936775934691554, -2.409018649048639, -2.414943182635588, -2.409960139803124, -2.4167091886322027]","[-2.35994663988096, -2.364741966266607, -2.369688598111694, -2.3750488335717965, -2.377971843954598, -2.3954572390284885, -2.3942586113917206, -2.379451662789521, -2.3749216357464467, -2.251606971978632]"
88,"[-2.282489969152578, -2.2894372853819216, -2.2969757506992603, -2.3044553159173513, -2.3115548260878707, -2.3230271872501755, -2.324410569262312, -2.3414185572085837, -2.3530626654295186, -2.3570771216085116]","[-2.2827225553475428, -2.2889362771667647, -2.295298755881201, -2.3020221300095427, -2.308717190068971, -2.318892134134482, -2.3263950909160185, -2.325465871034946, -2.3254551056390182, -2.3317758201239185]","[-2.289285604646339, -2.2934269199985104, -2.2978871011081177, -2.302671006219371, -2.303691806774496, -2.3287310307285773, -2.312402863558291, -2.3118661210545364, -2.327449151934034, -2.17707982069338]"
89,"[-2.2075507633785056, -2.2152064528713273, -2.223190718556409, -2.2311680458883094, -2.23925986163563, -2.251022276694541, -2.254792056505223, -2.273226512123485, -2.280797333449711, -2.2870114855399626]","[-2.2099837776141067, -2.2168570346066554, -2.2229666271114548, -2.22972345201837, -2.236608801768889, -2.239497192097624, -2.256996180755814, -2.2509205242486496, -2.242574303770234, -2.25183780247884]","[-2.2153435687556913, -2.2207865103170326, -2.2261405911319008, -2.231959512273227, -2.2324204689263416, -2.2584256383030725, -2.250061811171384, -2.234782023578794, -2.2624288091807676, -2.08823612727216]"
90,"[-2.1326944723956847, -2.141047221445348, -2.14989135118654, -2.1588186489649677, -2.1672428490825557, -2.1789092038058304, -2.184388175909277, -2.203228613664266, -2.2154777472138965, -2.2205816352040135]","[-2.1324612422639557, -2.1391964874954947, -2.1449426867792436, -2.15115813573618, -2.1571636869365403, -2.160800809858186, -2.180701744628889, -2.1794236806480267, -2.182394560545502, -2.188161386295972]","[-2.14129488479107, -2.1461695226071713, -2.1513734113587377, -2.1572175801894007, -2.1558121729804514, -2.1836264345957277, -2.181376492434585, -2.17199708411231, -2.1988979138596294, -1.997565508650088]"
91,"[-2.0590892041610696, -2.069218501313231, -2.079920483617685, -2.0907840401442863, -2.100823042778871, -2.1134989455850937, -2.1152801906965815, -2.1387807505481087, -2.150361114395424, -2.1595264796443425]","[-2.056171377750611, -2.0655967244902014, -2.075310291352248, -2.084773987161493, -2.094370456042266, -2.0969686099351703, -2.1080580941425024, -2.109835251562795, -2.1052211144497006, -2.1084533739858626]","[-2.062332183594037, -2.067254427826185, -2.0723998425585815, -2.077609703881819, -2.0744619022646584, -2.100492278818194, -2.0915119198674, -2.0957078819686212, -2.1172371839696207, -1.8945199584180155]"
92,"[-1.9760607892662523, -1.9851603453994033, -1.9952117420748112, -2.004752813094878, -2.014092161507928, -2.0246675025686858, -2.027977428353974, -2.049280048302957, -2.060278494797298, -2.0679113859791545]","[-1.9770990202504115, -1.985236983962627, -1.993356076285513, -2.0014372237327414, -2.0090982189702706, -2.008206276264777, -2.0210426822721863, -2.0218426091431545, -2.021386747348392, -2.013058047841573]","[-1.9819363262201086, -1.9880199762689308, -1.9936907342331842, -1.9996057934755818, -1.9980546394059793, -2.0205750791052717, -2.0186926171578827, -2.022393542427978, -2.031261547554693, -1.811838938940725]"
93,"[-1.893930419938512, -1.9062936991768553, -1.9189676042961552, -1.9307307504432871, -1.9426613027545288, -1.9536154890748336, -1.9566298831569626, -1.9850659143495037, -1.9978399943875744, -2.008003470146902]","[-1.8937138855696911, -1.9032326439635152, -1.912130369456231, -1.9204926403478975, -1.9290156603099102, -1.9201031053678388, -1.9468251584337348, -1.9565510336549277, -1.9485744010896677, -1.948832637718392]","[-1.8963339309501752, -1.9005021005231246, -1.9041690418324724, -1.90794737141722, -1.9033248305148736, -1.9294958796180144, -1.9372349439016834, -1.9294161649248853, -1.9214350983328476, -1.6672868534750596]"
94,"[-1.8078118966303038, -1.818912546463983, -1.830625704803245, -1.8418483821085858, -1.852648335822599, -1.8684905779889989, -1.867190356330687, -1.8955345628426614, -1.9112221309558692, -1.918510424868876]","[-1.8046372406892985, -1.8122419845089823, -1.8196620042212814, -1.8263716152646154, -1.8337248977982015, -1.838625972602567, -1.8611707645245403, -1.8659907397591085, -1.851959855739078, -1.8497980888709933]","[-1.8103861064985518, -1.8157851883545642, -1.8212118024341886, -1.826325213197631, -1.823736191388232, -1.859516211446387, -1.846854431215686, -1.8339689873494331, -1.8275063309222583, -1.5714376542121296]"
95,"[-1.7141761969245926, -1.7254888362653509, -1.737000679916884, -1.7485225781269327, -1.759588793239738, -1.773305396869029, -1.777019587432216, -1.8061221829552159, -1.8170216484863266, -1.8172976644122463]","[-1.7124617927950947, -1.7209270716888039, -1.7288866834026901, -1.7361118504089443, -1.7442301743907063, -1.7460895984443976, -1.7736217345121457, -1.7702063965155883, -1.736331445212583, -1.7504419060900016]","[-1.7181308085712006, -1.7248269582780411, -1.7308364294151177, -1.738658244503509, -1.7361147878839036, -1.769723358578827, -1.7459600409640332, -1.718743725694563, -1.7587459227217694, -1.4857733687533399]"
