,0,1,2
89,"[-2.207070698256259, -2.2158841139102625, -2.225209553020661, -2.234807045424943, -2.2440110484535145, -2.2533440154442834, -2.256629140575071, -2.274082501877685, -2.288738563184281, -2.291836600045328]","[-2.209373060041835, -2.2172630032392044, -2.224824159299751, -2.2329357451626857, -2.240844922033866, -2.2394742551360105, -2.2582549224708055, -2.2604842693645333, -2.264985498982278, -2.262727462230978]","[-2.2166285880863716, -2.2229771658800592, -2.2288319252453794, -2.2353292031236043, -2.2359231346542066, -2.2545592886650985, -2.2609376101078515, -2.2551978560419803, -2.271342124256683, -2.0877658533187633]"
90,"[-2.1357810113810562, -2.1440170899265074, -2.1530097265028023, -2.1616289073832893, -2.1704408282645606, -2.18061000930598, -2.1827620683003777, -2.204196945368182, -2.213757529458832, -2.2229411802951806]","[-2.131909350750787, -2.1392253049442598, -2.1468616098890134, -2.154035917369468, -2.16153426410426, -2.1658988104926475, -2.1788372177423962, -2.1826923914512673, -2.1831579769230967, -2.1967475192822103]","[-2.1390089728566197, -2.1433477001892713, -2.148057985647985, -2.1531072459811655, -2.1512992974067418, -2.1762254401738135, -2.1642634426871625, -2.1608307376200644, -2.1777813896233527, -1.9746380611950842]"
91,"[-2.056942229955099, -2.067873583039842, -2.078690052828393, -2.0900558893146135, -2.1004714610563733, -2.1119743872942545, -2.1152395565105744, -2.1399825099898644, -2.1490330655170746, -2.1491331152966504]","[-2.055573666098094, -2.063097850049412, -2.070070254711932, -2.0763171888911485, -2.0836583931022643, -2.081008616697541, -2.095293301020315, -2.102345525615415, -2.0872336349939316, -2.07915400932779]","[-2.0633912659307607, -2.069165106868524, -2.074686029466022, -2.0800126246234067, -2.081827622029152, -2.10976272833642, -2.109060441731628, -2.100997520267185, -2.085409384808656, -1.9127665130711757]"
92,"[-1.9768872374683855, -1.9848861919731138, -1.9936251642197607, -2.0019133772716162, -2.010598001258099, -2.022013939173543, -2.022964160262258, -2.045898248745711, -2.055927155843587, -2.0712320537554336]","[-1.975300360687347, -1.9827668259221034, -1.989941337827863, -1.996950088750841, -2.003636020452054, -2.0045487694277333, -2.020179867727952, -2.0264545758089887, -2.028039917216906, -2.031598247920433]","[-1.9807867537880675, -1.9850045097688571, -1.9892679787868992, -1.9929550718212858, -1.9882188462349013, -2.0138874486716825, -2.0124064702237385, -2.019951734661533, -2.0261312857898313, -1.7882694736751157]"
93,"[-1.893568101929374, -1.9021589882987215, -1.9116278976517393, -1.9205407822820022, -1.9298403315561488, -1.9393619975390508, -1.9420999185031875, -1.9671059054172262, -1.9772955941817387, -1.9876328891924246]","[-1.894522394636392, -1.9021140245029027, -1.9095869247109885, -1.9165624567547137, -1.923239699681967, -1.9235733636312442, -1.9421274979256349, -1.953106944508131, -1.943625050655778, -1.9265297232784586]","[-1.893617068819265, -1.8977872663471207, -1.9017316460903093, -1.9062320868778333, -1.9045224458040029, -1.9389357425333291, -1.9343181367093056, -1.9085799737894267, -1.8914438731097907, -1.69074354535577]"
94,"[-1.8053132997236419, -1.8151466402567196, -1.8257551261565852, -1.8367822415537405, -1.8464768066412973, -1.8605787608183193, -1.8605606084336643, -1.8888636374493246, -1.9039523046110873, -1.9107692892310326]","[-1.8075015325807542, -1.817151817936501, -1.82643623321881, -1.8356876042448491, -1.8444047313891858, -1.84222411059407, -1.866737850686586, -1.8703224607520312, -1.85872557803621, -1.8549082663152874]","[-1.8138210784047966, -1.8207747574299697, -1.8272095086388414, -1.834814715791506, -1.832594585033146, -1.8656400259453927, -1.8615070990156506, -1.8430178555529688, -1.849059615178046, -1.5865372157525395]"
95,"[-1.7128766815580383, -1.7243783840380564, -1.7355903334386602, -1.7471693897090808, -1.7586500750325575, -1.7698727560631886, -1.7702483813913494, -1.798759384051147, -1.8102087825240523, -1.8194063165860206]","[-1.7133077168149082, -1.7228961399999587, -1.7316369255316584, -1.7398950773534505, -1.748421288026604, -1.7525103640985815, -1.7801688024086086, -1.781244934816952, -1.7687629641044094, -1.7763785736645712]","[-1.7181553829143157, -1.7235190852227023, -1.7278617296981027, -1.7329699911790302, -1.7277379587905815, -1.7682591334598472, -1.7553769380467346, -1.7338791557269504, -1.7489374114813616, -1.4597213103117754]"
96,"[-1.616337703317647, -1.6281758078935193, -1.6403813564779806, -1.6526672139393734, -1.6639239301534938, -1.6781114123391556, -1.677322713143901, -1.7141420444918434, -1.731151313937978, -1.7343881204237799]","[-1.61466751176671, -1.623207910207965, -1.6323470158855697, -1.6403363889436504, -1.6484581550936481, -1.6543992098774096, -1.6709957898016354, -1.6794377893562695, -1.659377274325051, -1.661680839478903]","[-1.622441606419602, -1.629069598680803, -1.636328830672869, -1.643868171899089, -1.642796094585651, -1.6856343551170765, -1.6657474404764114, -1.6464907741737305, -1.6615645215478478, -1.3949544653859673]"
97,"[-1.5124850850217297, -1.5253192260526374, -1.53917115085202, -1.5534571949057534, -1.5664333719425156, -1.583210704814668, -1.5829537059136454, -1.6180329094596926, -1.6380035984285894, -1.645118157840592]","[-1.5064933620419978, -1.517154222729492, -1.5266800871145605, -1.5362204913076638, -1.5463316751670717, -1.5484020343542724, -1.573274043065372, -1.561184383605483, -1.5517047239959865, -1.5640797500059633]","[-1.515184603356773, -1.5209642995195631, -1.5272972902329807, -1.5336599803576414, -1.5279076944152061, -1.5776364232460205, -1.554826444671506, -1.5399244369054381, -1.5644657907122914, -1.2054675516719167]"
98,"[-1.39824335287812, -1.4103313936993742, -1.4230750548795128, -1.4362981869980955, -1.4494972397715116, -1.468817817154553, -1.4627532107897365, -1.499494609064635, -1.5184668773927057, -1.5231310791477823]","[-1.3864780150139937, -1.3942093213806162, -1.4006123922551283, -1.406099304349185, -1.4120781638445565, -1.4088074378920952, -1.428492408270971, -1.4181561805559555, -1.4066611808045069, -1.4008627720428863]","[-1.403823478452129, -1.4101837466724345, -1.4163321464575955, -1.4228982821360359, -1.4150602266445884, -1.4629513591781387, -1.4468649316832551, -1.4344589010134468, -1.4575066834941635, -1.0752715438857803]"
99,"[-1.2721632539281398, -1.284101064967528, -1.2980058656060844, -1.3103036561036259, -1.3223608915680796, -1.3427678287947327, -1.340743442250952, -1.3873948466019481, -1.4050673164414018, -1.4117981905104369]","[-1.2662651753926113, -1.276285030035062, -1.2854676275455788, -1.2944393885263636, -1.3028580258542135, -1.3057728918210998, -1.3354900428967014, -1.3383944196102604, -1.306183603912352, -1.2855547716317162]","[-1.2766067430080466, -1.2818702517712108, -1.2864249639847867, -1.2914001264312855, -1.2848476914392404, -1.3273634610401086, -1.30196654961273, -1.2591453881637744, -1.2755801377521447, -0.9327884612308435]"
100,"[-1.1328853790065234, -1.1549631294211333, -1.178087235649485, -1.2010643121203368, -1.221608010341782, -1.2401310664018577, -1.2356353148234969, -1.2805632061673289, -1.3082526798708325, -1.301586696167845]","[-1.1313498381535676, -1.144569958374944, -1.1569472009326485, -1.168301037327495, -1.1791594967256454, -1.1671134557585385, -1.1993638787429002, -1.2054803183312681, -1.1862638590867784, -1.1614921947951582]","[-1.1442519821264525, -1.1524956192859193, -1.1608896454834123, -1.1687772072889586, -1.163002727463909, -1.2167420405001124, -1.2033440730572422, -1.1918017248661001, -1.198447321452268, -0.7793100223914464]"
101,"[-0.9798403631381893, -0.9970246951513195, -1.016126596131196, -1.035301507212987, -1.0533340338103676, -1.0800081349395418, -1.0762654689558053, -1.1227559891946817, -1.1511166354127431, -1.1633868252344632]","[-0.9856799069306288, -1.0019015978536043, -1.0176639995983277, -1.032761019792262, -1.0488856873920593, -1.05251860515945, -1.0796492666917328, -1.0747259793783013, -1.05007649715789, -1.0672527210766856]","[-0.9904025617245028, -0.9983945443484376, -1.0068354495990466, -1.016261697858889, -1.0068483912575434, -1.0626115688312243, -1.018811725192089, -0.9984084331619929, -1.044228337817211, -0.5652741120386313]"
102,"[-0.8178840424209654, -0.8390338267475187, -0.8601312204539596, -0.8821103382199823, -0.9001655704617321, -0.9207318700194179, -0.9209758830095695, -0.9712394964720176, -1.0018510469074413, -1.007265254373388]","[-0.8072182149909827, -0.8227915060989949, -0.8381669563524815, -0.8513660724558326, -0.8632659395508858, -0.8493378390841576, -0.8923708726935479, -0.8999524493985268, -0.8731010970943066, -0.8508195136957261]","[-0.8217113953297412, -0.8331179082607305, -0.8433821093504703, -0.8521522371312058, -0.8421355778565085, -0.8917382540394938, -0.8866623001386797, -0.8647635182579434, -0.8246606787880337, -0.2670123180588162]"
103,"[-0.6236137451876445, -0.6479909850556893, -0.6728902442653222, -0.6969526915152116, -0.7168647295136494, -0.7453376485307259, -0.7359463732962055, -0.8017393734578533, -0.8325811747733993, -0.851085531738822]","[-0.6221975405408592, -0.6385367159439773, -0.6530877743555755, -0.6681059655441494, -0.6804345353214593, -0.6852844777225108, -0.7373786839364619, -0.7474596966697425, -0.7323310217528195, -0.6727233073382229]","[-0.6425949322229975, -0.6563747912815564, -0.6683481769806497, -0.6796468055045956, -0.6731183301827662, -0.7690089490434878, -0.7405858259818309, -0.7108334150335543, -0.6669357676229232, -0.07912906596276692]"
104,"[-0.43149796232255894, -0.46213641866716343, -0.49325583606633144, -0.5274193111029526, -0.5550317364898583, -0.5886887583104035, -0.5845437484015783, -0.6622043835152944, -0.6991277622212728, -0.6946235407297572]","[-0.41603838075005417, -0.43533983994328385, -0.45288030039572125, -0.46822257135116463, -0.4841707440098465, -0.4718784967442692, -0.5310836898168266, -0.5409700905909479, -0.48785832505726223, -0.47367518283479815]","[-0.43899094052766985, -0.4570049282178802, -0.4738073416069669, -0.4939097009614629, -0.4932293047445414, -0.5671474759715197, -0.5530742931427953, -0.5084369371893404, -0.5149185455652473, 0.02843852869546437]"
105,"[-0.22201955458305506, -0.24723088694892553, -0.27760505257330564, -0.3062960575350347, -0.330790156034452, -0.36179531691752104, -0.3487662416898432, -0.4090780359708491, -0.4376378473841372, -0.4272352610730353]","[-0.22113441021989538, -0.2468634983326073, -0.26796811537693693, -0.2881565140361662, -0.31045931110035135, -0.3405269412125225, -0.39762771779547884, -0.40901418307672693, -0.3993534492130156, -0.3349046828026648]","[-0.2413482556760921, -0.265138298523487, -0.29265661935216325, -0.32172634105092424, -0.34122725228673356, -0.43833762059813874, -0.3974896746397628, -0.32941336209780114, -0.30568426872497934, 0.05141112183326346]"
106,"[-0.10322299326026733, -0.12745445320570764, -0.15535958582723436, -0.18049260886574087, -0.2048085975106984, -0.23214299703204927, -0.22154043620640335, -0.28403416654283103, -0.31006747303718624, -0.3229241809453994]","[-0.06995054864149045, -0.08746021770696591, -0.10286335245530556, -0.12001292564730595, -0.13840622239570569, -0.14272099657739948, -0.19696491881098102, -0.20181570219631742, -0.19751192926253627, -0.20273020927618693]","[-0.09084701691467187, -0.11291198585826775, -0.13897720691460988, -0.17147614401478192, -0.18056805212695023, -0.2466740437288942, -0.25184001787278676, -0.21123829125139737, -0.23265081657741093, 0.10158935175564265]"
107,"[-0.03308897248711336, -0.04533801290448654, -0.0630874714558934, -0.07693117640223253, -0.09213858253564584, -0.11053228906597841, -0.10174291736688364, -0.13678718141522156, -0.1545109876176332, -0.17374744422044502]","[-0.01099496175536997, -0.020115237021838497, -0.027206872394328188, -0.03539655617440231, -0.045223609348778795, -0.03096617273056991, -0.06473852953875549, -0.07558442912066467, -0.08771307001823671, -0.10665625314230211]","[-0.016764696849199276, -0.026070662935884933, -0.03858443552038286, -0.050144102586122494, -0.03970576093873594, -0.07769969494423483, -0.09007626415571783, -0.10988651232204054, -0.1305790396161995, 0.04850521667518998]"
108,"[-0.0036766958294547365, -0.005563738021265642, -0.00938285743930556, -0.012107198556151168, -0.015889659487839713, -0.01978106280901648, -0.017963813116040006, -0.029148281050112024, -0.03551357003041722, -0.04320151215532042]","[-0.0003847698613930743, -0.002077056670368115, -0.0024707129274424413, -0.0045744043824192384, -0.006896614381384502, -0.0023092290435847143, -0.013739938666385065, -0.01670487416469718, -0.022691289945777904, -0.029453179850515376]","[-0.001776528167679494, -0.004605121067866271, -0.007853455231666154, -0.011798224267690963, -0.010275062611467725, -0.022502770153946763, -0.02728186591542471, -0.03532178278095234, -0.04453020307249535, 0.0008128830509711443]"
109,"[-6.7917745241175e-06, -6.367034529830562e-06, -6.83146686242253e-05, -0.0001056508049259719, -0.00022355090959536028, -0.00035080333373116446, -0.00026416330410938826, -0.0008985860627035436, -0.0012905631160720077, -0.001972408179881313]","[8.995386305721276e-06, -8.275548321057258e-07, 5.843014914241884e-06, -4.1141936126698475e-05, -7.76139069426085e-05, 9.478061005163685e-05, -0.0005088700283163439, -0.0008034883368605028, -0.0014787426054322372, -0.00225640958629858]","[-1.8620503069888425e-05, -6.234123760839886e-05, -0.00013036321219295227, -0.00025108932790351995, -0.00021514828007673808, -0.0009190440938622315, -0.0012865937784594108, -0.0020121518642921554, -0.0028989469752926933, -0.00014241748762322537]"
110,"[4.0649488219912655e-09, -4.6149017940422254e-09, -3.5503722184415665e-08, -1.0866299993139705e-07, -3.3177988489896393e-07, -5.034414818361199e-07, -4.808586946403182e-07, -1.0760543669441347e-06, -1.6059027880821475e-06, -4.512357953512236e-06]","[-2.4806627862972164e-08, -5.3764715346460434e-08, -8.116041705363841e-08, -1.5042842171908433e-07, -3.845254656908992e-07, -2.247268913180278e-07, -9.694117739655894e-07, -1.8732395847820271e-06, -4.118269503194938e-06, -8.090889609846386e-06]","[-2.2152400802610828e-08, -7.919937949907307e-08, -1.6127606095039937e-07, -3.462386057861977e-07, -6.565570327410342e-07, -9.507440079659091e-07, -1.9400972330885224e-06, -3.993880651975701e-06, -8.659445681402644e-06, -1.1038120799611306e-06]"
111,"[5.373911065999855e-16, -1.0651467740266119e-14, -7.453098600600827e-14, -4.130942563069705e-13, -1.8986696993498674e-12, -2.3767173138645657e-12, -3.2283493383143323e-12, -3.365291052250737e-12, -3.001934924295734e-12, -2.7852525259819127e-11]","[1.9140856671732206e-15, 6.023799741758677e-15, 3.600297575733348e-14, 2.282284701768985e-13, 9.173831496803772e-13, 1.0655986824093563e-12, -6.989796221817533e-14, -6.766820079703265e-13, -1.105119228660267e-11, -5.953140518631794e-11]","[2.408042141847867e-16, -2.3116205168740884e-15, 3.4905160653654854e-14, -2.4276481620150563e-13, -1.0270583447608045e-12, -1.23993073483188e-12, -2.8646098587057534e-12, -1.2337783840072687e-11, -7.38598490601048e-11, -7.66868539886036e-12]"
112,"[0.006260991096496582, 0.01248517632484436, 0.0181429386138916, 0.024298429489135742, 0.028962761163711548, 0.033152610063552856, 0.04024133086204529, 0.04549300670623779, 0.050152561627328396, 0.055256443563848734]","[9.418999979970977e-08, 1.8372060139881796e-07, 2.4954069033356063e-07, 3.438567119928848e-07, 3.7571334843278237e-07, 3.964674633039067e-07, 5.612250433273402e-07, 6.110577501772241e-07, 6.410734130213314e-07, 6.8528443009086e-07]","[2.404978993730822e-10, 4.771534556358148e-10, 6.368132687839534e-10, 8.937033890710211e-10, 9.481792920262855e-10, 9.804730534412887e-10, 1.5819274952477702e-09, 1.6832983375236754e-09, 1.7345283057079719e-09, 1.8215466843218842e-09]"
113,"[0.005208790302276611, 0.010385513305664062, 0.014959990978240967, 0.020168036222457886, 0.02554023265838623, 0.03216230869293213, 0.03769513964653015, 0.043337851762771606, 0.04835128178820014, 0.05372702097520232]","[4.022074051590607e-08, 7.785826028339216e-08, 1.0007509487763855e-07, 1.369437576670407e-07, 1.7890822689992092e-07, 2.80232828941962e-07, 3.2790276449645717e-07, 3.8130023582994e-07, 4.1383218629675866e-07, 4.563724615991305e-07]","[8.141026741625979e-11, 1.5532325425837712e-10, 1.9030306497302973e-10, 2.5617756527207547e-10, 3.3829287982012346e-10, 6.294885862567767e-10, 7.239039992446017e-10, 8.470726273190898e-10, 9.060507830116471e-10, 9.899601069451869e-10]"
114,"[0.005165606737136841, 0.010260552167892456, 0.01513671875, 0.020714282989501953, 0.025937199592590332, 0.031077802181243896, 0.03719305992126465, 0.04314512014389038, 0.04864893946796656, 0.05406854208558798]","[3.0239654336128297e-08, 6.296540533412553e-08, 8.924559047329694e-08, 1.3400762277626654e-07, 1.6740290043060213e-07, 2.0487016705317274e-07, 2.7630220778007697e-07, 3.398220993489076e-07, 3.815244564719933e-07, 4.2506540687270444e-07]","[4.4777934832263e-11, 9.828482125384674e-11, 1.364210376608721e-10, 2.151813276174419e-10, 2.6810015318901037e-10, 3.33381523776044e-10, 4.921345900243956e-10, 6.222580992143456e-10, 6.921486647715192e-10, 7.722795111742009e-10]"
115,"[0.004742354154586792, 0.010364025831222534, 0.015618771314620972, 0.021834611892700195, 0.028589457273483276, 0.034208059310913086, 0.03931960463523865, 0.04463416337966919, 0.049662601202726364, 0.05397394532337785]","[2.7813264580345276e-08, 8.421180197615286e-08, 1.273875511742517e-07, 2.093802891067753e-07, 3.225845546239725e-07, 3.77803495155149e-07, 4.1648532445037745e-07, 4.58313543560962e-07, 4.931868211599522e-07, 5.130989375601303e-07]","[5.5145915611731766e-11, 1.9245324778260908e-10, 2.898465911727044e-10, 5.359655774750394e-10, 9.152641144982709e-10, 1.0585166076992891e-09, 1.143807965009458e-09, 1.2389934772594202e-09, 1.3145771832201447e-09, 1.349508921277831e-09]"
116,"[0.0053043365478515625, 0.011065423488616943, 0.016330212354660034, 0.022262603044509888, 0.02714782953262329, 0.03246161341667175, 0.038065969944000244, 0.04317069053649902, 0.04832632094621658, 0.05413651326671243]","[4.0339443785342155e-08, 9.392699240606817e-08, 1.362153483341899e-07, 1.96448560529916e-07, 2.25510898843595e-07, 2.6555963117402825e-07, 3.118032090299039e-07, 3.453440946543651e-07, 3.80433281321757e-07, 4.3413132999603476e-07]","[6.729532903149149e-11, 1.624735762595364e-10, 2.3417893318944394e-10, 3.48135187344667e-10, 3.8987838305026834e-10, 4.5738737450284894e-10, 5.316459945892138e-10, 5.815542492015879e-10, 6.341990439751033e-10, 7.334837494321622e-10]"
