,0,1,2
41,"[-5.8625665689278454, -5.885506182016811, -5.910596945362172, -5.94061468079873, -5.964643132912001, -5.990641632156453, -6.016925939397892, -6.0447901459802, -6.070298542307696, -6.09631860166975]","[-5.891352589277542, -5.915181227995074, -5.944974497927344, -5.969037554262197, -5.994429747609413, -6.019976154936469, -6.04713169209472, -6.072731462342656, -6.099022601766503, -6.126512507943428]","[-5.917310982360236, -5.947471621795289, -5.970744827179901, -5.996095895184867, -6.021490388898842, -6.047630171640508, -6.073788608773343, -6.098969235433929, -6.12609838077306, -6.223367245285504]"
42,"[-5.795232708266564, -5.817903809881397, -5.842796492091008, -5.873101635536738, -5.896842007225938, -5.922499161845632, -5.947429950049706, -5.971798903009482, -6.0003348297240215, -6.026544852814265]","[-5.824895113703086, -5.848953424018099, -5.879103571173026, -5.904318215321972, -5.930199172344281, -5.956874113526418, -5.9806223679298895, -6.008076071735694, -6.034163611006214, -6.061296308409645]","[-5.8511450980945, -5.882610226158656, -5.9073242546214235, -5.933510240276016, -5.959067031849779, -5.985605714951314, -6.010918295119561, -6.0340806191010845, -6.06048482108549, -6.15897284645275]"
43,"[-5.724100077638945, -5.7463941295841545, -5.770572148377618, -5.799766775334796, -5.823291121164879, -5.849405365178904, -5.873945426310024, -5.901811536515674, -5.9267095552036375, -5.951809959600291]","[-5.753079115098758, -5.777516717708154, -5.806913015118284, -5.831557457020922, -5.857083399465723, -5.883113744354291, -5.9117234876960945, -5.9370947169721555, -5.962416710948987, -5.991235936677499]","[-5.778244637727459, -5.808081996470412, -5.8307709981051286, -5.855484417482932, -5.879198257654627, -5.909730604693015, -5.933026025846322, -5.956112689181884, -5.982039167388995, -6.081333360478004]"
44,"[-5.650316352374865, -5.671764161787941, -5.6949179120138425, -5.722502883873894, -5.744952781476094, -5.770022288315012, -5.792843575008227, -5.8171439956650275, -5.842897944502546, -5.8680896539017695]","[-5.677010281885798, -5.6990056568186835, -5.725304040069516, -5.747612184787925, -5.771004968265827, -5.794569662715133, -5.818806276599701, -5.843570566679175, -5.867306961620982, -5.893345902616914]","[-5.701321799747736, -5.729004301570446, -5.750505589388401, -5.774238219924361, -5.79623901142934, -5.821968969397337, -5.846441949226052, -5.868658125840217, -5.893572774224073, -5.9934465777800385]"
45,"[-5.5756538031774605, -5.596721448578223, -5.619028626583799, -5.644277062841042, -5.665983347796186, -5.690194918416723, -5.711976796962603, -5.738429420270308, -5.7607543846744145, -5.78515852672635]","[-5.601198109817216, -5.622852250021407, -5.648432740029404, -5.671300730687091, -5.694750028681466, -5.7162869190988035, -5.742616643216917, -5.765991509911129, -5.790059092473695, -5.816104766931841]","[-5.623902984463112, -5.649618382133977, -5.671143001445071, -5.695020322256224, -5.716976969071166, -5.7409509071488545, -5.7631093585272, -5.786015326656835, -5.8086126973260805, -5.908205882214443]"
46,"[-5.500351796226131, -5.520826246888863, -5.542234290690647, -5.566428745464908, -5.587302904875504, -5.611626060978995, -5.632397951857673, -5.659169439525829, -5.681633100213038, -5.705849496947156]","[-5.525269350934925, -5.54627748109788, -5.570999930579367, -5.592653232593241, -5.6154806250372555, -5.637657360140386, -5.664261351306143, -5.686557752046886, -5.713534745354357, -5.735803513754311]","[-5.546849457176802, -5.570651346447346, -5.591441349687455, -5.614104652407048, -5.635271481799362, -5.660350678118346, -5.682722704114792, -5.7060812354110455, -5.728467560934303, -5.822756990420101]"
47,"[-5.426165862522091, -5.446226666263308, -5.467308750889267, -5.490245795390572, -5.510927292100157, -5.5333500416493075, -5.553601250565614, -5.579205796635713, -5.600127237430777, -5.624070790178146]","[-5.449719936502197, -5.470055499029376, -5.493811204013445, -5.5151509576561235, -5.537492846054056, -5.557739338752844, -5.583219940689423, -5.604486982253411, -5.630373236638524, -5.6522762839766525]","[-5.470547943382596, -5.493272974162434, -5.513301785110568, -5.535182212486004, -5.555625471293067, -5.58055731189165, -5.601638437255358, -5.625132576569055, -5.644993125467633, -5.737211256294583]"
48,"[-5.352623593337668, -5.372702233768834, -5.393447764493359, -5.41673518186046, -5.43757138615085, -5.458029698856009, -5.478068961106075, -5.503034262262119, -5.523427980296148, -5.547261089362038]","[-5.375819270541191, -5.396291635041356, -5.419655700256348, -5.441636913498163, -5.463165280451298, -5.4835431883533, -5.509217686061978, -5.5295027783561945, -5.5553833814759255, -5.579322344665647]","[-5.396768090389014, -5.420443217343927, -5.441485562435628, -5.462223016730786, -5.482811519018651, -5.508487680069448, -5.527573403976203, -5.551930551491023, -5.575765839851738, -5.660181812084557]"
49,"[-5.279176951077149, -5.297812050830887, -5.317411760490701, -5.3397230568047025, -5.359818816807435, -5.379800670471356, -5.3995137071873405, -5.421279067796037, -5.443205116939113, -5.464627452817128]","[-5.3012110351264745, -5.3198833244532615, -5.3416111155092985, -5.362230578684834, -5.381582031273869, -5.400556218126443, -5.421324257054952, -5.442023964846161, -5.465321449810293, -5.485622879365113]","[-5.32224504854132, -5.344222469437612, -5.364840144473804, -5.384390495899809, -5.403661059397948, -5.42382240499903, -5.445433201450599, -5.467055579829705, -5.487627539966, -5.564163815412415]"
50,"[-5.206415434094108, -5.224925772013105, -5.244381068931855, -5.266369756968654, -5.286149727838076, -5.305452984483875, -5.3243430580068, -5.346361928345598, -5.366664836840666, -5.388203938217796]","[-5.227854993524155, -5.24641791950365, -5.268075825976333, -5.288440114217004, -5.3076728436668725, -5.326089816497764, -5.347209291862449, -5.3670862488021465, -5.388872670339546, -5.4104686028828235]","[-5.2486282777571756, -5.270599309780605, -5.2906655859732705, -5.309414176695951, -5.328245563858159, -5.348234985449322, -5.367509177380212, -5.388738880359538, -5.4093485720986205, -5.476448217832454]"
51,"[-5.133653955867435, -5.151804918756629, -5.170500705351974, -5.192556450476791, -5.211782180106188, -5.230556723063732, -5.248928726052786, -5.271366598417903, -5.290354842653419, -5.310958735978152]","[-5.154614154541218, -5.17295363015803, -5.195292566263401, -5.215224994638287, -5.234439004504406, -5.252911003598296, -5.276428880461776, -5.294734526717388, -5.316018639424168, -5.336344413751089]","[-5.174881019414059, -5.1960895832335865, -5.215614148200146, -5.234155007422558, -5.252741531253449, -5.275340341747395, -5.293200813949696, -5.313716253981582, -5.333600423083297, -5.393668188498012]"
52,"[-5.060847842299748, -5.0785556949464565, -5.096751031631041, -5.1177296053407675, -5.136323963457156, -5.154566682109047, -5.173084653147865, -5.194411422291208, -5.21301587035637, -5.232955564909983]","[-5.081582559388223, -5.099522527422848, -5.120398134108725, -5.139388915266934, -5.157698067020717, -5.176379056762996, -5.1976790727340605, -5.215704830478969, -5.235625889267864, -5.256716827046218]","[-5.101946647882551, -5.123032396331519, -5.141590956270784, -5.159482678070754, -5.177693774595946, -5.200270447552294, -5.2178028632403315, -5.237635858029217, -5.257412237718791, -5.31563665126273]"
53,"[-4.988465018789444, -5.005722141112361, -5.024029737557445, -5.044892534832631, -5.062927363659416, -5.0808972103848795, -5.099311260725532, -5.119902372579251, -5.138479218105946, -5.157435339163218]","[-5.009397546161097, -5.026580496091526, -5.0460283740946466, -5.064678067673128, -5.08240568298487, -5.09981206465153, -5.121061005029958, -5.138842059631031, -5.15733525562672, -5.178067045617979]","[-5.029909691260319, -5.050277790472966, -5.068861272604328, -5.086408099577885, -5.104630753816228, -5.123505529434543, -5.140917772845488, -5.160383098245721, -5.180637857363682, -5.242603002534371]"
54,"[-4.9159925648091924, -4.932682966169585, -4.950093862888087, -4.969909531351794, -4.987158428233732, -5.004400396075715, -5.022503151845802, -5.041599360582103, -5.059852236237992, -5.078866628286113]","[-4.937615181766394, -4.954378464706186, -4.973848832286838, -4.99175756003702, -5.008856746815089, -5.027144630886558, -5.045599974207524, -5.063651326559428, -5.082060118652824, -5.101770421005729]","[-4.958028245411751, -4.9774376560672495, -4.99503320238733, -5.011915361203191, -5.029811108179328, -5.047369692169068, -5.063885433293817, -5.08196480169141, -5.100585849650142, -5.169758530028102]"
55,"[-4.843020249259166, -4.859196944263272, -4.875597629797153, -4.895173991200022, -4.91196200075417, -4.92935108776062, -4.948335195061259, -4.966556172918968, -4.9852562175211235, -5.00351192812293]","[-4.864723342104409, -4.880600266723488, -4.896575375093673, -4.913360419316743, -4.929498483060454, -4.947006628482197, -4.964780772669767, -4.98216615673766, -4.99894302953646, -5.01865457054839]","[-4.885582750013244, -4.904878695776832, -4.921638678109419, -4.938378603479039, -4.956647546311986, -4.974120029529702, -4.991271232536208, -5.0091840543804285, -5.027391766479385, -5.102915366461646]"
56,"[-4.770267068777224, -4.786040055934331, -4.802376079741856, -4.820806720662853, -4.837109134901306, -4.853941255617878, -4.872647042755029, -4.8900137277282685, -4.908274851176879, -4.926047887090585]","[-4.792230778751702, -4.807760365685255, -4.824061267455847, -4.840503132348688, -4.856211090838344, -4.874897240107686, -4.891150096809299, -4.9082472551668, -4.924064768856199, -4.9429864347035]","[-4.812740048922557, -4.830730729334015, -4.847065564773936, -4.863051562167663, -4.880930234275717, -4.8976450325622745, -4.914699156366248, -4.931832461215515, -4.948505642421503, -5.029194819338579]"
57,"[-4.699166717467054, -4.714344481465562, -4.729627013665779, -4.747748755377873, -4.7634475813183625, -4.780024402302845, -4.798754713026031, -4.8159116529795964, -4.834667666343196, -4.852042794686898]","[-4.720897019004372, -4.73561305282816, -4.75045083193287, -4.7662496577034865, -4.781315622014848, -4.7987681022863065, -4.8146750005911265, -4.831842771826235, -4.848391912041155, -4.866737318320123]","[-4.741378600160654, -4.7585114281727625, -4.7740525271846606, -4.789608982774491, -4.807250532704468, -4.82293914762425, -4.839514545547838, -4.857663062783952, -4.875631335574265, -4.958836327689762]"
58,"[-4.630483272679449, -4.645185517341197, -4.660997910619081, -4.678328151077331, -4.693623551361561, -4.709679170705677, -4.728161365919114, -4.74446107559681, -4.762196568034888, -4.779003284134269]","[-4.6518572092040875, -4.66673050429518, -4.683163458293627, -4.699122108331273, -4.71448371540601, -4.732467710784028, -4.7486166728645065, -4.764909604376505, -4.78101870585079, -4.799170091560433]","[-4.671780381035546, -4.689519362207989, -4.704944088738898, -4.719970333073775, -4.737376167122761, -4.752267439533512, -4.768447191138307, -4.784461245555917, -4.8009866109681525, -4.8896382159185805]"
59,"[-4.562300369363897, -4.576865260709696, -4.592578965459638, -4.609923185069733, -4.625258926522606, -4.6410366224466495, -4.658818498474234, -4.674952613410228, -4.6926695557652645, -4.708862964284294]","[-4.582629394138191, -4.597109829427634, -4.613156960697804, -4.628954015092884, -4.643968984836672, -4.6594191560316425, -4.675490987839137, -4.691914246769581, -4.70704308280531, -4.725274972038303]","[-4.602875473110721, -4.620355498178647, -4.636274960024998, -4.6515401593807795, -4.668666006198869, -4.682861827446864, -4.698776338382409, -4.715538760780142, -4.733673505618022, -4.8224538044471]"
60,"[-4.494184730284925, -4.5087940419922425, -4.524226115726943, -4.541486473464484, -4.557154433512206, -4.572280854628499, -4.590025047482069, -4.606121326507147, -4.622836823285635, -4.639110290155823]","[-4.513797717046386, -4.5282984020825685, -4.5453014856841625, -4.561597414192206, -4.5769389969002665, -4.592593180824465, -4.6071804192554415, -4.6233322553973855, -4.639308989856786, -4.655421246651954]","[-4.533397154712671, -4.550769390368456, -4.567311353811616, -4.582357570359105, -4.599548645147675, -4.613562105053657, -4.627862796948844, -4.642210136929148, -4.658064339140052, -4.750526327469939]"
61,"[-4.423504378326695, -4.438178077020209, -4.453557913803022, -4.4705524702151225, -4.48651724835531, -4.50164255467848, -4.519284443609874, -4.535188853420775, -4.551586398534934, -4.567218605109017]","[-4.442459814910975, -4.456858705458429, -4.473161840540555, -4.489338082921889, -4.504400446740177, -4.520903181013849, -4.535991050963488, -4.551048726503935, -4.564641141993191, -4.581744795394328]","[-4.461685477732025, -4.478805714262925, -4.4950341107084375, -4.510184979042314, -4.527187876379393, -4.541992025425933, -4.554305346658729, -4.569490862986348, -4.585473936027191, -4.680071230953835]"
62,"[-4.3495221048513075, -4.363479681677522, -4.3783433794894835, -4.394509138903918, -4.409531106605532, -4.424263623907568, -4.441218792825343, -4.456948637395503, -4.473003550797107, -4.489001005321147]","[-4.368060266907618, -4.381787179346487, -4.397439463372633, -4.413111739169166, -4.427838231745467, -4.443029125529632, -4.458073202829167, -4.4730512316630335, -4.488684473867819, -4.50569737733464]","[-4.3872020984320965, -4.4035467015831795, -4.419449209633383, -4.434019514757308, -4.450098588529142, -4.462710101555201, -4.476675997885975, -4.492515848416003, -4.508923129576358, -4.599153438049468]"
63,"[-4.271431708240022, -4.28522903518479, -4.299594642126073, -4.315248170399179, -4.330083163918068, -4.344848867968728, -4.362043414727856, -4.376822343559076, -4.392458471001198, -4.407996237740924]","[-4.290338664715955, -4.303900077408025, -4.318971773078511, -4.334528598403404, -4.349275524196992, -4.3660757750550605, -4.380286053223381, -4.395519391102562, -4.410729000745187, -4.427720260275374]","[-4.309088689397639, -4.3243536503348405, -4.339450333390003, -4.353479697491592, -4.369964198331898, -4.383303444955116, -4.397506721440321, -4.41139217757768, -4.426313461858397, -4.510539280373221]"
64,"[-4.190739692033927, -4.204160976068775, -4.217807887898485, -4.232428008535604, -4.246750073352556, -4.260426473648946, -4.278846741499106, -4.293024002419512, -4.308456728080015, -4.324299577468733]","[-4.209740070762607, -4.22267752433804, -4.236779545570287, -4.25106356027213, -4.264620253021392, -4.281257894957933, -4.295964110779139, -4.310915487954888, -4.327074536258849, -4.341934064539644]","[-4.229187839241498, -4.243792928332263, -4.25802089417892, -4.271935828538411, -4.288445223631137, -4.302244817415052, -4.317782146433168, -4.333189889365607, -4.3479027278216416, -4.42042869845944]"
65,"[-4.11034332663708, -4.123512287446788, -4.136491874055496, -4.15088233985894, -4.164805235163799, -4.179060939522019, -4.199044434176317, -4.212476414450935, -4.2279000410898835, -4.244035422624579]","[-4.1298152630256615, -4.142632327325841, -4.156680890642305, -4.170913289584418, -4.18478014627864, -4.202958355941077, -4.21616102131476, -4.229873810246786, -4.244805519752403, -4.260726512693068]","[-4.149493343591705, -4.163855624780074, -4.178075589634493, -4.192082618758097, -4.211660962015405, -4.223494956664756, -4.237537326686099, -4.252424040272847, -4.267110220551506, -4.338472812831417]"
66,"[-4.0294610640566155, -4.0421390763084695, -4.054148019903462, -4.067321602867107, -4.080214792543213, -4.093847804383497, -4.113671094791155, -4.126153035701375, -4.141837461532216, -4.158234354720573]","[-4.048754111966611, -4.060192630729199, -4.072486949256183, -4.085033465279759, -4.097488954766215, -4.114890493555487, -4.126922727665425, -4.1399594974802145, -4.1547937990264305, -4.16985325525564]","[-4.068535306769537, -4.081311773787366, -4.0942731372072565, -4.107232939730512, -4.125477597396003, -4.136386213171409, -4.150061346869098, -4.165134529861735, -4.180367498005854, -4.245805060769545]"
67,"[-3.9471161002807436, -3.95973622897194, -3.9715798814363894, -3.984537606178981, -3.997221461548668, -4.010354085876804, -4.029793066024046, -4.04189042845295, -4.056957814893883, -4.072855094499152]","[-3.966380163387158, -3.977556666650572, -3.9901198868758465, -4.002070792310634, -4.014335474290648, -4.0310609157315875, -4.042815259017744, -4.056793028780022, -4.071680927009084, -4.086470645212331]","[-3.985940964553217, -3.9985372448672454, -4.011458170260946, -4.024103781800429, -4.04274004384474, -4.053679783489267, -4.067347990940968, -4.08359010763065, -4.098392457361976, -4.159007087941925]"
68,"[-3.8624935284902078, -3.8745858031038862, -3.8859388758142215, -3.898614235659383, -3.9108652476866466, -3.923354559083722, -3.9420829475571137, -3.9537711678717953, -3.968186261569403, -3.9835476907615286]","[-3.8812104975093074, -3.8921643988449044, -3.9044242370162077, -3.9161020442131824, -3.9281344357166357, -3.9457277971539564, -3.9568989052656955, -3.9700770787183113, -3.9838342768359847, -3.9982839598540134]","[-3.8995588745484784, -3.911382228837414, -3.923494635851188, -3.9354486016119554, -3.9544650388444498, -3.9648739730502203, -3.9770175141776636, -3.9903880783850982, -4.003292262324198, -4.062454133995875]"
69,"[-3.7773334500319464, -3.7892505410066946, -3.800398469430874, -3.812970810098122, -3.8248182940236433, -3.8371284962571366, -3.854767913458417, -3.8656963645420177, -3.8795222225538595, -3.893426376854549]","[-3.794470052287579, -3.804822532512844, -3.8167538149809843, -3.828018235095442, -3.8394125048598653, -3.8546563024228817, -3.8647207506528503, -3.8764880803009873, -3.8898564540377265, -3.902648629673422]","[-3.8121214387277718, -3.8247349354709144, -3.8367628910849447, -3.848581954770779, -3.866183269702887, -3.8755895615826006, -3.8872899952615256, -3.9006681385720725, -3.914783460022008, -3.972689812005555]"
70,"[-3.6936535655683542, -3.705190125589695, -3.7160764408460523, -3.72889279547843, -3.7406092609441544, -3.7522863603359724, -3.768722434265044, -3.7788763984269167, -3.7916333132586146, -3.805064116341498]","[-3.708692846027694, -3.7188715042076326, -3.7303781659803605, -3.741275942092321, -3.7519736598707056, -3.7660898884288287, -3.7756749635092235, -3.7865032610944724, -3.798262955760143, -3.8100996037475086]","[-3.7253073147189024, -3.7375867814447883, -3.74904989550525, -3.7602219200384024, -3.7755754450958374, -3.784247526029885, -3.7946449071791175, -3.8065251969423297, -3.8192935279261473, -3.8773574075352553]"
71,"[-3.6106861226322993, -3.621916646330331, -3.632456735900317, -3.6447449412259205, -3.6561684722143157, -3.6668935475933297, -3.683076366974686, -3.6925011502641185, -3.704468648141895, -3.7170623486923917]","[-3.62376278403555, -3.6334547572523817, -3.6445277980283364, -3.654958820411609, -3.6652029673323496, -3.677615738914953, -3.686768777178274, -3.696580508233653, -3.707679240474151, -3.7195131829694374]","[-3.6401164284882355, -3.6529340785903144, -3.664192302615683, -3.6752930371997166, -3.691944034301977, -3.7000296595481443, -3.7108389534962583, -3.7219067080852795, -3.7332671661836314, -3.7911209580463576]"
72,"[-3.5264332791783852, -3.5368560640134854, -3.5469521278508944, -3.5587362213053746, -3.5692598702379508, -3.5797482145943684, -3.5945830963545484, -3.6033440692343754, -3.6143674658604903, -3.6263692000874324]","[-3.5374443900719936, -3.5469104551658686, -3.5579015283793862, -3.5679461282626446, -3.5779328417912777, -3.5913253274694736, -3.5998236990482266, -3.609990955977207, -3.620434165647691, -3.6320368542284425]","[-3.553450818902739, -3.564904237895199, -3.5757021631886445, -3.5858830844824396, -3.6007286112596475, -3.6084011050713443, -3.6180217436355733, -3.6287056471062087, -3.639903613629677, -3.6957021106806778]"
73,"[-3.441070807273346, -3.4513127488222297, -3.4612003640409883, -3.4726250535946663, -3.4830877418767985, -3.4935216318022784, -3.508009994509476, -3.516231605890053, -3.527102834652024, -3.5381697082098897]","[-3.4503935407715964, -3.4592235972973633, -3.4694233666974235, -3.479297187166207, -3.4887577416244078, -3.501421903246932, -3.5089595205950666, -3.5178240397813845, -3.527514384115033, -3.5377739425617385]","[-3.4658027683556036, -3.4766877732410983, -3.4871010893195824, -3.4972581370905, -3.513587863294776, -3.5205859179779844, -3.5295411656781988, -3.5397262080743865, -3.5501068151727275, -3.601492407841976]"
74,"[-3.3538031348197967, -3.3633284646257073, -3.3726207290946753, -3.3832704874857575, -3.3935567944481284, -3.4035567579030306, -3.418273472523621, -3.425763189157775, -3.436154637782207, -3.4474750694989473]","[-3.3626755976306555, -3.3714989784362075, -3.3819668886440155, -3.391632530577695, -3.4015239595623967, -3.4164146880807635, -3.4232979865933117, -3.4325104581380543, -3.4424276065269765, -3.4532519869694767]","[-3.378625954920509, -3.3894403925632024, -3.400318058626809, -3.410667463624933, -3.428035310888746, -3.4344794046600247, -3.443133458914318, -3.452915951097467, -3.463173802429893, -3.5088938320522094]"
75,"[-3.267433855859319, -3.2763925531783498, -3.285193277699629, -3.29464584141014, -3.304167439406494, -3.313603045595566, -3.32845841365842, -3.3351450578214026, -3.344895163262019, -3.3550946588532424]","[-3.2752588954316706, -3.2836959980922074, -3.2926809335621328, -3.301487974313113, -3.3104708962636322, -3.3236928036930293, -3.330126446162376, -3.3388052139925093, -3.347931266252908, -3.357498164710614]","[-3.291060215086992, -3.301150593200083, -3.3110360784841135, -3.320802725144978, -3.335728824363406, -3.3417979304132417, -3.3508673284587815, -3.3614500623581365, -3.3721795298544124, -3.4120973863092616]"
76,"[-3.183119810709416, -3.1920272713170044, -3.20049157232201, -3.2095566276103846, -3.218872071766912, -3.2279216335729353, -3.242632468754112, -3.248785934934079, -3.258761996926426, -3.2688629185423843]","[-3.1902620528814163, -3.1986218716007437, -3.207368332612213, -3.216490653994378, -3.2252396714863147, -3.2380794367742505, -3.2438799242478575, -3.252032593543526, -3.2619471714821424, -3.271381241920289]","[-3.2049829270971304, -3.2141540758592373, -3.2237142892835027, -3.233442004798103, -3.2475524787140375, -3.2530190847163385, -3.261124759474892, -3.2711870163028425, -3.283615400577087, -3.318197259241838]"
77,"[-3.098761829816854, -3.106886588306284, -3.1152023107643485, -3.1233764917488456, -3.1323093979518175, -3.1408529060791492, -3.1555364628221154, -3.1612995474498033, -3.170843339794433, -3.1804678005065083]","[-3.1049006442509897, -3.112746819943965, -3.120460976005376, -3.128970924855054, -3.1374537638359077, -3.1499354123108394, -3.155498883311481, -3.1629688936256177, -3.1714174701802738, -3.1803845764108307]","[-3.1190222550618536, -3.127417304782856, -3.1365054578024036, -3.145871450422991, -3.1599402998077757, -3.165156888539631, -3.1729295400406308, -3.1829872445638365, -3.193798262390036, -3.223599707471866]"
78,"[-3.0139920035559844, -3.0217130867947053, -3.0296503206897687, -3.036927841994555, -3.0456408359293055, -3.053693253937752, -3.068064645323546, -3.0734827815737735, -3.082533093094469, -3.0918682552125465]","[-3.018805319673346, -3.026463512095587, -3.033829456425236, -3.0421852928092346, -3.050684609680401, -3.063512861958669, -3.068986177674459, -3.077014921463059, -3.085754618278669, -3.095231093696283]","[-3.033027225360661, -3.040597301163166, -3.049143945984929, -3.0584277847785644, -3.072383932024627, -3.0775898016993097, -3.086476988345771, -3.0963164048273257, -3.105870733224242, -3.130792958848565]"
79,"[-2.9284481384048195, -2.935573449935946, -2.9429085525872143, -2.9494477539511355, -2.9575852240623863, -2.965419119335893, -2.978619128577593, -2.9839305552842053, -2.9924752275647553, -3.0012816359477075]","[-2.930938422966294, -2.9380322963069303, -2.9444052207353635, -2.952407997387938, -2.9604453680175467, -2.971694454837136, -2.9769683180446846, -2.9851017220015748, -2.99302553274437, -3.0021092088963015]","[-2.9463387717807255, -2.9532507429213783, -2.962036720881011, -2.9711638292612097, -2.9845324116142056, -2.9899344490224085, -2.9984624711179695, -3.0079916165524683, -3.017237858785089, -3.039103608516749]"
80,"[-2.8523619334279355, -2.8594596424205956, -2.8669664604655263, -2.8736161278626677, -2.8820197681030986, -2.889211651503181, -2.9021060053325054, -2.90802528486315, -2.9172352381116506, -2.9225506499475595]","[-2.8538084825760155, -2.861171928167197, -2.868201343741122, -2.8766738096511393, -2.8850041575989156, -2.894883709426823, -2.900807866759452, -2.909738852575275, -2.916052107632014, -2.9234900520442455]","[-2.8731418575904133, -2.880107650793976, -2.888286534026152, -2.8966060637309017, -2.9067044614626827, -2.9123864111303153, -2.922189923263973, -2.928925278391576, -2.932844170629865, -2.931799203418082]"
81,"[-2.7769651062633445, -2.7838129339586546, -2.7908809537846198, -2.797551222502773, -2.8056624470125486, -2.812841679792439, -2.82475787110958, -2.8338992436263313, -2.8447188380021204, -2.8429750179718782]","[-2.7813783700360597, -2.7885333777188004, -2.7956093859641493, -2.803814722482735, -2.8118868891863764, -2.819781787019843, -2.827011323325956, -2.8360410488924623, -2.8285027437626065, -2.84251269537645]","[-2.796708636065415, -2.803570593321166, -2.811669732057891, -2.81927188773214, -2.828610571180872, -2.8382436084425366, -2.843156600450567, -2.83611348884686, -2.861679204353533, -2.850155485407851]"
82,"[-2.7059701846237467, -2.7128031800757335, -2.719681890893279, -2.7262344441632913, -2.7336476763966666, -2.7413137086923407, -2.7508521766658114, -2.7594253343786286, -2.7673610474239276, -2.7710793989035474]","[-2.708445539236132, -2.715546939060155, -2.722414794381771, -2.730121792763535, -2.737790319606725, -2.7457671961784995, -2.7531128022857643, -2.7577393930443264, -2.7538722499777264, -2.7683745163996405]","[-2.7180203280135906, -2.7246365888699806, -2.7321445016845978, -2.73982852946072, -2.748211882701508, -2.756080289995662, -2.7563604499868966, -2.7500019265994347, -2.7694193429037846, -2.7206029115900314]"
83,"[-2.6366271404871244, -2.6434581084498663, -2.6503993501277168, -2.6569649339975316, -2.664310275143524, -2.6711929370970924, -2.6802735315026243, -2.690417678593238, -2.6985147795961697, -2.7025660691173274]","[-2.6380752144282873, -2.645034714219552, -2.6516868179565485, -2.658887088847738, -2.666305607268047, -2.6734790770238455, -2.683225926560741, -2.6875140919251557, -2.6877155368961816, -2.70508950294931]","[-2.6470578408547087, -2.6530202364296063, -2.6598569380797787, -2.666730526623164, -2.6733893349513753, -2.6832053519532426, -2.6784494512461468, -2.6728915574707433, -2.6948792303659364, -2.6220829750158234]"
84,"[-2.5655536005333546, -2.572249999368984, -2.579004026582885, -2.5855020104036215, -2.5926031927638236, -2.6018240219973507, -2.610503153974611, -2.6238255632170024, -2.6325469846897307, -2.6408449086420718]","[-2.570824290031759, -2.5781260392276626, -2.585379840677796, -2.592636936681537, -2.6002918317562025, -2.6096400370469373, -2.618662941606907, -2.6267307432016413, -2.6299877796435784, -2.627331181766657]","[-2.5736553599991496, -2.5796431071058508, -2.5861242228121157, -2.592763992112934, -2.598700056870341, -2.608862687920093, -2.609537289156917, -2.6027311097414825, -2.6083512717442248, -2.542158570285294]"
85,"[-2.495255168806958, -2.5026917390527306, -2.5104470851833103, -2.517762910854268, -2.5255117093214867, -2.533063613157916, -2.5391684689561007, -2.5536456939766286, -2.5618217208424685, -2.565733093116629]","[-2.4978715683117834, -2.5051517657719877, -2.5119710246816602, -2.5193539484188285, -2.5269900093570676, -2.5324336894572106, -2.546671160382065, -2.550832447481188, -2.547818142806026, -2.558330609348449]","[-2.5049786640216394, -2.5106163837832196, -2.516518337454347, -2.5228215006996675, -2.527378575212954, -2.543427131406663, -2.5435580203980703, -2.5357296059579153, -2.5501839819103975, -2.440918177619626]"
86,"[-2.4228610826958343, -2.430074976042323, -2.4374235987034067, -2.444782998629324, -2.452298102651201, -2.4614825022708997, -2.4668095011566207, -2.480175181508474, -2.487918322191052, -2.4958411913667247]","[-2.4253717307990144, -2.432663280615742, -2.4402384349202464, -2.4478914803882788, -2.455840992840166, -2.461799395835186, -2.472760695597316, -2.4738265158200363, -2.4692669425682823, -2.475495970674018]","[-2.4325723918728945, -2.43687757343207, -2.441598385164183, -2.446599165500742, -2.44859871460278, -2.4651675411142824, -2.462641626421031, -2.455729212436494, -2.466793574217376, -2.3458498267565338]"
87,"[-2.352991525386417, -2.360258200508499, -2.3677947528892695, -2.3753326803678214, -2.3827752706827163, -2.390637887944424, -2.3975248288595616, -2.412452245899433, -2.423692614608401, -2.432198252365881]","[-2.3546520842048353, -2.3613288265462047, -2.3675532804611152, -2.37414086123882, -2.3803647186416215, -2.385230911224616, -2.400677604861093, -2.403226984226612, -2.4059975901893353, -2.3984185601859367]","[-2.363154739279722, -2.3684820222188283, -2.373572772972708, -2.3789457237799216, -2.3806452513890837, -2.4040667326408003, -2.4093287936630223, -2.4055432134992007, -2.4031842658514653, -2.2583695212597523]"
88,"[-2.282774722892412, -2.291418004538485, -2.3003670626688684, -2.309149143974849, -2.3176047389764274, -2.326845914814242, -2.329246689788618, -2.3474270433556224, -2.360026142783084, -2.363508864296221]","[-2.282433184110384, -2.289898664471518, -2.2972120151527333, -2.304485119194548, -2.312111048274498, -2.3174305826097834, -2.3286872401505816, -2.3287784003397674, -2.3254388687411547, -2.3298155050935447]","[-2.2904555851499575, -2.2958667425344723, -2.301516617452635, -2.3076648863869744, -2.309794060690238, -2.33757824989958, -2.32738827987565, -2.31534085961981, -2.327892790352835, -2.181763942157759]"
