,0,1,2,3,4
78,"[-2.972545214469708, -2.979833267170168, -2.9874012679859767, -2.9941234635256, -3.0025522867284486, -3.0100720939293275, -3.0250104167565475, -3.0300267213091026, -3.0386942452817927, -3.047883409547783]","[-2.984360984786208, -2.9926890174660636, -3.0002961939003123, -3.0096520677011265, -3.0179142782266988, -3.03191225210091, -3.03711557786798, -3.0476378577563716, -3.0589008110377742, -3.0705096277210666]","[-3.0019420221630644, -3.0100361885685634, -3.0199366560388516, -3.028881635907681, -3.0407898476530026, -3.0466181169446718, -3.0568146574493658, -3.069278470165671, -3.084682399332167, -3.1096160653229963]","[-3.018596058010088, -3.02707928348981, -3.0364904331480727, -3.0462013876502976, -3.051701206012593, -3.06115843471788, -3.070785504064487, -3.0835714752291903, -3.1085469762300715, -3.132086197144316]","[-3.0342627937909357, -3.042028781678914, -3.055790335592269, -3.0607682538222662, -3.0691524620171777, -3.077584913652777, -3.086192779895305, -3.111209046747922, -3.136385346483826, -3.152857689839243]"
79,"[-2.887822518884121, -2.8944603091244683, -2.9012901581031367, -2.9072926210378394, -2.915047284508972, -2.922160849734126, -2.9357460027699456, -2.940851145717232, -2.948804374146192, -2.9572058360231206]","[-2.8981487857373667, -2.905557783246995, -2.9121027918728304, -2.9205994768264008, -2.92825721290058, -2.941080452800752, -2.946245453712554, -2.9556285621794176, -2.964848341812403, -2.975287836437137]","[-2.915287249367866, -2.922369503993723, -2.931192286890182, -2.9400871625358196, -2.9519088525513144, -2.9574991498330565, -2.966876820307407, -2.9765646230617495, -2.9871764226073356, -3.00945724045876]","[-2.930885835837118, -2.939298957872681, -2.9479520137491746, -2.959683237883739, -2.9649647663417382, -2.9741655665519757, -2.983297791618399, -2.9925977264600916, -3.0146313787507935, -3.0386935577797813]","[-2.947547307176288, -2.955636812312301, -2.968998914522823, -2.9741380549350342, -2.9830989576259217, -2.991808716146048, -3.000251543646451, -3.021039255833026, -3.0456287832313738, -3.0617845868074856]"
80,"[-2.8049073797328363, -2.8119697622632573, -2.819397304733653, -2.8257749621434103, -2.8339649132130633, -2.841143210013766, -2.853021326070089, -2.858193012480993, -2.866754492340047, -2.8723829868858646]","[-2.8202702950963943, -2.8276566162983148, -2.834462581509557, -2.8429547281282215, -2.85107375618985, -2.8625026720853715, -2.8675040228570072, -2.8755096195543377, -2.8828267793448834, -2.891401777351108]","[-2.8404681441440043, -2.8471625783546624, -2.855490766565388, -2.8632946481062826, -2.874323042209333, -2.8800443737833556, -2.888912460866457, -2.893050170603281, -2.9034953192873654, -2.897375600046551]","[-2.856887482970807, -2.865059343099448, -2.873066650636348, -2.883454016342613, -2.889147094849351, -2.8987144254407315, -2.90754634554297, -2.9105104000101267, -2.90469726284765, -2.9369240674915194]","[-2.8734633762202026, -2.8811816426737966, -2.8929437857865157, -2.898059541620201, -2.9069810996576013, -2.9154024098812403, -2.923787136822826, -2.9155864876507582, -2.9486951802669825, -2.9587023027985158]"
81,"[-2.7237213127633635, -2.7307902606522743, -2.7381446277109984, -2.7447729487290684, -2.7526245549639765, -2.7600930486193005, -2.770106985638112, -2.7760106408355836, -2.784412946490765, -2.7886512777155343]","[-2.750612633934676, -2.7579004393689925, -2.764558306130081, -2.772328924088239, -2.7795909458570773, -2.7892550762542183, -2.7963407367267306, -2.8041689518638546, -2.805378584008164, -2.8251095300572584]","[-2.766875545851474, -2.7735022095810224, -2.7816029436733176, -2.788681349608635, -2.7987306517395725, -2.8060230923663427, -2.8143731349926044, -2.8079871380548527, -2.834245914019232, -2.803049809656625]","[-2.7829797959669174, -2.7909397140859307, -2.798334156420702, -2.807978152555102, -2.8138543258203805, -2.82210754628914, -2.8303806262804807, -2.832683337411532, -2.8011089875611157, -2.8412876664909215]","[-2.7989173187738574, -2.806633175895951, -2.8161600004745937, -2.8222147157280064, -2.8299285593306935, -2.8381418819403565, -2.846559000281087, -2.8125271881794847, -2.8525950695252336, -2.8749069227701343]"
82,"[-2.646707661581488, -2.6537822756369427, -2.6609781236772254, -2.6677333131817, -2.6754903464031234, -2.682912269738765, -2.691747731660755, -2.7006644924555734, -2.708526117858739, -2.713639331647457]","[-2.6763442070794907, -2.6835244247330037, -2.690033679419538, -2.6978331390408483, -2.7052995078837183, -2.7139418162977007, -2.72189978329592, -2.731750555393627, -2.7303525646555853, -2.744230794661088]","[-2.690547235521971, -2.6965598782780753, -2.703775491777359, -2.710832026533334, -2.718835607848613, -2.7261614224198447, -2.7336060900497423, -2.729866060873045, -2.7420427049300806, -2.687814086189045]","[-2.713620529048208, -2.7212219852992034, -2.7289711711966134, -2.737657069232378, -2.7458054432683325, -2.754226115536008, -2.762905965562973, -2.7700965539590157, -2.714846609629754, -2.759661334104899]","[-2.7224544218465603, -2.729987818906448, -2.738742318163059, -2.747110612849138, -2.75552403477057, -2.7639885415978647, -2.7722794210262514, -2.7141787094719625, -2.760781215662501, -2.783187037492535]"
83,"[-2.569662373370575, -2.576981966241347, -2.5844825006528667, -2.591627729448574, -2.5993148976444176, -2.607062718222933, -2.6150866293786934, -2.625817240539091, -2.6338045404731205, -2.6398419596693388]","[-2.605385310111459, -2.6123762220161812, -2.618947342133041, -2.626296734997894, -2.633381920030232, -2.640742809140946, -2.6495711613464015, -2.6564287250879066, -2.6567149995319856, -2.668485750859262]","[-2.619435349045833, -2.6265300847911734, -2.633781350249936, -2.6416123798438806, -2.6489122626693447, -2.6580480472506482, -2.6660263515399296, -2.653656784942885, -2.672239654263993, -2.597468153140088]","[-2.6452956484532173, -2.655516924885493, -2.6652066759666617, -2.675252468874138, -2.6863627849048193, -2.697688025040012, -2.7076502717932875, -2.6974944356730397, -2.63044725692777, -2.675391949330848]","[-2.654142475475405, -2.663979119409655, -2.6738810639575465, -2.6860666421920403, -2.695890363094245, -2.706515278455649, -2.7169610092163428, -2.6356034630656584, -2.687733107966219, -2.7226389216006144]"
84,"[-2.4939512236941517, -2.5022712497938335, -2.5100673170726657, -2.517844152074671, -2.5258641740273595, -2.5343158993836403, -2.541698674574858, -2.5530052863959134, -2.5627409675124944, -2.5677006192471743]","[-2.536566454245697, -2.544177047236811, -2.5514973660735296, -2.559244867208402, -2.5673110855547594, -2.5744180556191014, -2.5847438171310233, -2.58985806142817, -2.5950083022741484, -2.6096278156889485]","[-2.548399360949594, -2.555207252135921, -2.5627442441009465, -2.5704944511935595, -2.5769698881604257, -2.587824159400958, -2.596391507523555, -2.5817621947326246, -2.6065966860451284, -2.5077467040218893]","[-2.5750360212868135, -2.586718231776921, -2.5981228811314385, -2.6080294841548484, -2.6201339497810285, -2.6342719712873977, -2.6458531416600626, -2.6475554676607307, -2.5546997608497795, -2.6026762025311645]","[-2.578203250507697, -2.586768362524792, -2.5945757775035347, -2.604789398464247, -2.614567892479583, -2.6250053391259756, -2.6356485363495197, -2.5327926751625385, -2.5903834540796127, -2.6355779756259765]"
85,"[-2.4180360117753237, -2.425987999682614, -2.4344078244467466, -2.4424275828351467, -2.4512129610230415, -2.4595772389148562, -2.466029037983456, -2.4787672965613394, -2.4887271833432107, -2.4954047219653814]","[-2.4653788433941437, -2.473148284626229, -2.48071144628994, -2.4887358165877296, -2.4969487648057176, -2.502875548468007, -2.513741798379494, -2.5233534440929426, -2.5257209750423564, -2.5367632877612842]","[-2.4763510248625753, -2.4828842927703736, -2.491059125680673, -2.49908053251003, -2.5052790570074794, -2.5162077129820464, -2.524349008035111, -2.5174989083783803, -2.529626472667056, -2.4131392750891028]","[-2.498447278399798, -2.50869228306863, -2.5188144751608696, -2.5276928440451947, -2.5411369641095725, -2.5535413975611654, -2.5639469501346674, -2.5704113509290245, -2.4539431448810127, -2.5106091912620094]","[-2.508277806721328, -2.51624647461593, -2.523702355369626, -2.536745444208084, -2.546366739354728, -2.5567638485577686, -2.56509812668681, -2.44333985940337, -2.5068006862771495, -2.522988301969765]"
86,"[-2.3417942231440203, -2.349488918288912, -2.3575074016967075, -2.3656921513297813, -2.3739584997215526, -2.381997286892797, -2.388372772923972, -2.4035677421757238, -2.414783018260564, -2.419242255474742]","[-2.3934788125682886, -2.401109977543753, -2.4087324570048865, -2.416275741916549, -2.4234414761070426, -2.428135233849686, -2.439780833118063, -2.44832272633205, -2.447542943269879, -2.4571938293286864]","[-2.4039187799044326, -2.41038410689909, -2.41662026986707, -2.423372166680582, -2.4278243146673217, -2.438604224456884, -2.447486527247764, -2.433962577006258, -2.454519041797556, -2.322065600177683]","[-2.4284163444360445, -2.432889343338246, -2.4373579636273632, -2.441164776548902, -2.45125358352081, -2.463315314479331, -2.4659745854848723, -2.4737757894733647, -2.336676717136214, -2.395300459448407]","[-2.43104550748751, -2.437106197175239, -2.4395275727721346, -2.4492996155159963, -2.456626996106137, -2.4625368688131166, -2.4728804344186974, -2.3311199063310815, -2.3998911643276406, -2.44374135899045]"
87,"[-2.2643936410342853, -2.271490955611835, -2.2790495929104786, -2.286407822629581, -2.2938662053813736, -2.3012687139009635, -2.3060166694951754, -2.3210600753111343, -2.330625124162207, -2.3381282364746134]","[-2.3216148015397606, -2.328555368940067, -2.334980601566565, -2.3410551246541558, -2.3475419414515613, -2.3501079861360608, -2.3611760042893706, -2.369408739386779, -2.3704031815339817, -2.3849306635146035]","[-2.3310049027902573, -2.3356724410084575, -2.3404783295234233, -2.345842274907002, -2.34701252293303, -2.357287254487121, -2.3638577045173883, -2.358193559874737, -2.373774711345279, -2.2252685318933367]","[-2.3546822069021887, -2.362424863297028, -2.369747754446698, -2.3728791959858513, -2.385179280330894, -2.3939754981822348, -2.400244339862374, -2.413890042835382, -2.2612627386390245, -2.3267175420462167]","[-2.3672665354315687, -2.3749686518203963, -2.378215667697092, -2.390314311625858, -2.398935756551524, -2.406982108856042, -2.415371095667084, -2.2554559315540392, -2.3276577050783236, -2.3670992980696757]"
88,"[-2.186564019570899, -2.1942311908740817, -2.2025412331957637, -2.2099793228943168, -2.2176084478076814, -2.2255767301347373, -2.229869717421782, -2.2463576958205818, -2.2566188663866638, -2.266285868982625]","[-2.2483417705246977, -2.253156695662605, -2.2582151244008712, -2.26360124410929, -2.268705010561811, -2.26945509368887, -2.2806052405234225, -2.2861088079247422, -2.2904387254114993, -2.3036016158606656]","[-2.258073817230382, -2.2623004920218075, -2.2667356913346732, -2.27163515681363, -2.2714652998159575, -2.282640034497802, -2.2886737945276248, -2.288069454943382, -2.307735554864251, -2.136502645900094]","[-2.2764500801123786, -2.281995837357651, -2.2877185933895516, -2.288288827184412, -2.299815359655592, -2.305903555489901, -2.312679438050661, -2.3190609241275224, -2.14482411988062, -2.219754221513692]","[-2.291475194310679, -2.2975771699938017, -2.299253593119702, -2.3118340390873167, -2.318818373992017, -2.325945644094518, -2.334229484586886, -2.1544625464965614, -2.23373696246641, -2.2562743317474636]"
89,"[-2.1066471525267234, -2.115552840827452, -2.1253254870683422, -2.1342457487047186, -2.1427025944725147, -2.1511118347555866, -2.155790856646793, -2.1750281682037285, -2.186663729677396, -2.1927932333931794]","[-2.1766060867855486, -2.1844689601609644, -2.1915057797493573, -2.199237243975156, -2.2073762693951067, -2.2095527779353943, -2.222865185704657, -2.2311685122592535, -2.230164291457848, -2.24740706209989]","[-2.184107667061155, -2.1923859112361717, -2.2001912940690564, -2.208323450985019, -2.210922612103288, -2.2260928864056515, -2.236294816474085, -2.2169411790022897, -2.2354014136294174, -2.048123679349785]","[-2.2061690868677397, -2.213984478624334, -2.2217585964927276, -2.2262859813736577, -2.2387355383353134, -2.2522737480567594, -2.2611112961413165, -2.253472727617045, -2.0648802489841183, -2.137699981113692]","[-2.220827973729377, -2.230491390733426, -2.233970270308112, -2.2513726323865404, -2.2602660086028328, -2.2713996514700403, -2.28257669583187, -2.082828135045623, -2.1681175984464636, -2.20672871619687]"
90,"[-2.0259591307983116, -2.035506024447115, -2.0448856432482914, -2.054134441030057, -2.063204113815756, -2.0708399205029324, -2.0749664506435708, -2.09426272609535, -2.1045807492479995, -2.1110561824895755]","[-2.0980420856176756, -2.104492600392445, -2.1120915797910533, -2.118278373815014, -2.1244874995573304, -2.124873634453292, -2.138674290876265, -2.1536213523032024, -2.1457281671719506, -2.1590250460686042]","[-2.1027545075163805, -2.10564540985493, -2.1085864371385985, -2.112629080726635, -2.109916115715038, -2.120212132646572, -2.1264136327196472, -2.1112862095002645, -2.116389206680339, -1.921672768029254]","[-2.1351782548034617, -2.1413135634528526, -2.14782568055932, -2.1504369395578333, -2.165078787950618, -2.178655779806716, -2.185677537580771, -2.1847413802196325, -1.981840568189794, -2.065767029826814]","[-2.1442596761672137, -2.1552387688471315, -2.1592522494657276, -2.1793418795032737, -2.190282171422088, -2.200004904360914, -2.2137307280836938, -1.9962434822855828, -2.0883261094032166, -2.141105538064086]"
91,"[-1.938425409365063, -1.948397666904693, -1.957480154689019, -1.9674171411801031, -1.977636690009003, -1.985404129363214, -1.9917265351299098, -2.0084346930865102, -2.016369364913171, -2.0319219694841557]","[-2.0253313516796005, -2.033817667287625, -2.0433128064096344, -2.0513703383103383, -2.0613698789447916, -2.064359496586807, -2.080010486074574, -2.090047190205045, -2.0887155409500373, -2.1017101395473254]","[-2.0279293168379136, -2.0346925720615454, -2.04099070150835, -2.0482312311461337, -2.047550839236579, -2.063064739904008, -2.0728659693660356, -2.04727069926878, -2.074118890664182, -1.8652768217535831]","[-2.044284455573684, -2.047437051406628, -2.0490028749709337, -2.0459789946698903, -2.055187286438918, -2.064364613594985, -2.0661030885321408, -2.0432158846897392, -1.832773028735569, -1.8849034857494145]","[-2.0700306319689044, -2.0814820923899897, -2.082816486718286, -2.1015911358466037, -2.112395196693171, -2.1236767205467113, -2.135570465127159, -1.9007680253183135, -1.9913703561817893, -2.033207195351053]"
92,"[-1.8545921137769916, -1.8659025347073772, -1.8767525581856468, -1.8885615365793207, -1.8986941566904285, -1.9092724966098764, -1.9159264574040868, -1.941442611648629, -1.9545983420898416, -1.960217040519158]","[-1.9429100148048186, -1.9537860342901134, -1.965703010712185, -1.9760784778412366, -1.9863065370958233, -1.9910025020729685, -2.009366866354265, -2.022668844242015, -2.014080951143422, -2.0272178558301115]","[-1.9478038094952939, -1.9556506883368132, -1.962854228635901, -1.9705727395616708, -1.9690780078076062, -1.9873124805294213, -1.9957722376115856, -1.9831872430645165, -2.001300388669246, -1.7593835235588489]","[-1.9758162109482007, -1.990045138851078, -2.0034321734982448, -2.009093326732786, -2.031906408474119, -2.050916410267623, -2.0668438591363745, -2.0802668996455984, -1.8286099799278097, -1.9273552514913397]","[-1.9821238899300233, -1.9897522381203607, -1.9895821630476866, -2.00816279160668, -2.0155306837974942, -2.025005738948182, -2.0353665852441347, -1.7759095036878145, -1.8818430283560312, -1.9167403744055784]"
93,"[-1.7639240557001428, -1.7732365764351086, -1.7829658230440215, -1.7932806173013047, -1.8032379410834507, -1.8138825641618566, -1.8155450562154398, -1.8410480210696802, -1.8553265186165915, -1.8607958496687458]","[-1.852825128524771, -1.8617606843404677, -1.8711269517012146, -1.878472523349544, -1.8860417018227484, -1.8883154790897128, -1.904015247528648, -1.9182291653055903, -1.9061776118401643, -1.9063591996314675]","[-1.864237299313642, -1.8710679864826276, -1.877873742611952, -1.8832812170813455, -1.8808537520317956, -1.8991554271279498, -1.906999344363682, -1.9112540328724905, -1.8994813835098072, -1.639784542269878]","[-1.8818318770506675, -1.892459557508796, -1.9018589268678123, -1.9028587820946494, -1.9242197792052547, -1.9376731575473467, -1.9540000171407381, -1.9491925663321534, -1.6740981466143647, -1.7853855169384996]","[-1.9099839578210667, -1.9219800547524646, -1.9229365957961708, -1.9490579793290526, -1.9648128001080185, -1.9821884481297165, -1.9980776215032965, -1.7158265912966162, -1.8303625116185576, -1.8502342233495146]"
94,"[-1.6691338730608682, -1.681674034670518, -1.6939518976589303, -1.7055794115742307, -1.717383434400485, -1.7294033433874707, -1.7313222201639424, -1.7602017583423863, -1.771400427083076, -1.778618750731052]","[-1.7619727629767643, -1.7718679517106997, -1.7807541157649742, -1.789352143515824, -1.7989599251719104, -1.8000014104014175, -1.8204246625369327, -1.8421173706715839, -1.8240505192493932, -1.8389467248758213]","[-1.7747726001187432, -1.7837479327216017, -1.7923545593737829, -1.7990745714276302, -1.7982245526152867, -1.81771802444637, -1.8277795725378412, -1.8307720120872575, -1.8199150316293555, -1.5391804329927283]","[-1.7982091256194324, -1.8074165885113687, -1.815541028488478, -1.8122673814427614, -1.8327222463917494, -1.8461905985381961, -1.8547861089241267, -1.8320363068264485, -1.5385975742023945, -1.6605700903814793]","[-1.8220921523273115, -1.8367499207481865, -1.8383322483962525, -1.86347632995901, -1.877826737715875, -1.894123847140943, -1.908645266211604, -1.6020668088561048, -1.7272106050616254, -1.7364629968172063]"
95,"[-1.562116461552236, -1.5754927804018592, -1.587985362603817, -1.602427091195736, -1.614789481952343, -1.6261146820406651, -1.6302176879043913, -1.660135956227336, -1.6769211792643404, -1.6851867351006007]","[-1.6682850029790193, -1.6776560284667998, -1.6888918756046682, -1.69910018243877, -1.7094490081542522, -1.7117754081734806, -1.7325233733752161, -1.7495916942605167, -1.7494125462578727, -1.7556099284881843]","[-1.6780008374184325, -1.6853618853196457, -1.6924751269102052, -1.6989733109652951, -1.6958902637410864, -1.7171993116784796, -1.7250791779655918, -1.7265063706722066, -1.7202444505814418, -1.4054476750019893]","[-1.6965558735431312, -1.7019998973013042, -1.7076443356239377, -1.7042315184847592, -1.727612872772026, -1.7350252882355033, -1.742145400658357, -1.7216205915213703, -1.3953087648154376, -1.5293741693497775]","[-1.7213125040436497, -1.7275570042113175, -1.7256637098182326, -1.7478251339782362, -1.755367596066404, -1.7655632844109421, -1.778065460166741, -1.4438545279119497, -1.5791671447370534, -1.601328367731381]"
96,"[-1.4512872608649268, -1.4636455389010443, -1.4770049365508093, -1.4901481891321673, -1.5018816866251363, -1.5124623408811821, -1.5158449619813545, -1.5476661160393341, -1.564260525981961, -1.5750236291243418]","[-1.5698851630962756, -1.5824780207998421, -1.5951464255280163, -1.6092231082669761, -1.6224890886745718, -1.6235388973667588, -1.6471194708659616, -1.6611111136093106, -1.6664110906361904, -1.6843556296020117]","[-1.5802017261835384, -1.594476715438311, -1.60925223283494, -1.6242582125219154, -1.6256583973395275, -1.6539664871620583, -1.6728217627483057, -1.6636294440927553, -1.6896881179513978, -1.3329180495443391]","[-1.617751022091069, -1.6362175729478976, -1.6498274544607183, -1.6557722182366332, -1.6860593648049316, -1.7048172613027772, -1.7210048136654577, -1.7352851468491635, -1.3744647342133602, -1.521152957098492]","[-1.6196586827845065, -1.628746899133989, -1.6276856974563314, -1.6549784128418876, -1.6676727018183781, -1.6811706523275687, -1.6962874146974398, -1.3303905340707614, -1.4777392807281329, -1.5099102358198477]"
97,"[-1.326269284524713, -1.3385685809708576, -1.3497835972166996, -1.3611338964484077, -1.3724057792506557, -1.3819593439630609, -1.383469242305253, -1.4178733599192839, -1.4285841609171968, -1.436397961043511]","[-1.4520872915654297, -1.4595920234477933, -1.4664387382126267, -1.4712044229290302, -1.4780256590365286, -1.4742664427521492, -1.4943990812661911, -1.5156620995166565, -1.490692622310188, -1.5021686780291463]","[-1.4648318146020427, -1.471726764891322, -1.4768316824585452, -1.482338624507214, -1.477259429138179, -1.4981956518851474, -1.5089657483287409, -1.4989432859830811, -1.4788965414874509, -1.1149678062312558]","[-1.502413096281576, -1.5152932334717988, -1.5244391061392306, -1.5268436334122597, -1.5588104835738121, -1.5758739559937893, -1.5941730457384764, -1.5245411339242636, -1.1457028332193075, -1.304890850468415]","[-1.532653758493269, -1.5501415470661764, -1.5553695165598933, -1.5945274026179854, -1.6155195438349788, -1.6350773719186131, -1.6546079811686818, -1.2495050129527394, -1.413454949581081, -1.4367034320766274]"
98,"[-1.1969721578130434, -1.2118148086661409, -1.2267037183115195, -1.2421622052857588, -1.2554922113263915, -1.2690971884945343, -1.2700005535221595, -1.3064033825135726, -1.3226469427532452, -1.3368884360602993]","[-1.3354606493639303, -1.3456987501385165, -1.3571185055451942, -1.3683739616798711, -1.3798213280069185, -1.376715261981125, -1.4042718285026503, -1.4115608264955235, -1.409813322502422, -1.4348396625400064]","[-1.34384342491648, -1.3502838483454922, -1.3537642692590395, -1.3582943656856457, -1.3455349744672218, -1.3705718906039634, -1.3772527237797418, -1.357213074099485, -1.3832103011572996, -0.9609614906275907]","[-1.3821615760931978, -1.3885756798805902, -1.3973113524513552, -1.390582675837935, -1.4143431994850049, -1.4293464466715464, -1.4388421818400035, -1.4524852528954157, -1.0191443159962306, -1.1891921058083186]","[-1.4077361201189587, -1.418857546827955, -1.4142259041100869, -1.4432939568787941, -1.4529502315700182, -1.4672254313036928, -1.476042797628058, -1.039997121158255, -1.2122943008571991, -1.2497670667499432]"
99,"[-1.0488185647149286, -1.064178597854515, -1.080795013086935, -1.097130515353819, -1.1120154408012233, -1.1249242562074862, -1.1256685842266954, -1.1666736852816022, -1.1857922252705968, -1.2003262693500794]","[-1.2042821219814202, -1.2149573166546603, -1.2265161064145347, -1.2365344867733499, -1.2466276178759714, -1.2415826085646828, -1.2706675257225712, -1.276479925277569, -1.2772037804982816, -1.2998037067166721]","[-1.226323937716499, -1.2412778425017148, -1.2558037356460243, -1.2736348488354832, -1.271953929400608, -1.3071862908066958, -1.3273878471912592, -1.2851253489019125, -1.3383609058322161, -0.8715977372588366]","[-1.2451450398366362, -1.2457256696943588, -1.2436399699945397, -1.2287067666475124, -1.246981224772746, -1.256729499233181, -1.259561083774308, -1.1966625522181786, -0.7302695880934991, -0.9152152459428109]","[-1.2905327326321594, -1.3015356187412135, -1.300227316811829, -1.3355996783526234, -1.3485304413066797, -1.3649944251106672, -1.383490608789175, -0.8946641551034145, -1.089605407573431, -1.1331441120879344]"
100,"[-0.8896208220054179, -0.9061182328392535, -0.9245179389496118, -0.9394906704206735, -0.9564915151227981, -0.9722426180620461, -0.9739420585925475, -1.021814560949315, -1.04312974816512, -1.0617838841522826]","[-1.06750510871639, -1.0811525523312902, -1.0962572792195295, -1.1112775323562836, -1.126113006437621, -1.1227393930893903, -1.1536558156949048, -1.176498830143786, -1.1661052823182707, -1.1974402412888174]","[-1.0796438034040814, -1.0901124074472075, -1.0994369804276114, -1.1108553463010078, -1.1020041897309905, -1.1321418646139985, -1.1419699888093358, -1.1406091957934161, -1.152037522161748, -0.6361713617689868]","[-1.1214831814180282, -1.134177057818618, -1.1468519296507504, -1.1436925535566327, -1.1828155075675961, -1.1984925200707433, -1.2178065390802142, -1.2270822502217409, -0.6944618202290651, -0.9094926543078539]","[-1.1447563789822837, -1.154944548759677, -1.1446830904149194, -1.1753428498320957, -1.1861412435807963, -1.1998845770993014, -1.2111393757202407, -0.6691499896385451, -0.886819491539218, -0.9082328718193551]"
101,"[-0.7095845573349125, -0.7310559161706097, -0.750632091308964, -0.7720060598803885, -0.7915555190993674, -0.8105864048702843, -0.8118707555113561, -0.8557181264041193, -0.875486798468066, -0.8929506259737737]","[-0.9010390272459627, -0.9146024758091809, -0.9290672881624342, -0.9403079409247876, -0.9536318384206535, -0.9439924169427396, -0.9809166934436799, -0.9843292437589408, -0.981831784928465, -1.0365710664636136]","[-0.9166030221337655, -0.9254285542944649, -0.9289775973836163, -0.9369583473259786, -0.9210684586966613, -0.951711722528396, -0.96219474810159, -0.8891585244516114, -0.962439276156781, -0.36972180741822513]","[-0.9653067320099507, -0.9861393730601702, -1.0043675183764134, -1.0044870987470784, -1.0396698243852296, -1.0749442703958192, -1.0905443025689163, -1.031523950950388, -0.44870460833716774, -0.6652980675857105]","[-1.0017240560803007, -1.0135809612649869, -1.0064212462122928, -1.0509418441172134, -1.0698985649462234, -1.0938764238919507, -1.1118376204933416, -0.5052776882614385, -0.7478734949793111, -0.8470023671354543]"
102,"[-0.5096569031696606, -0.5282621726613331, -0.5471284639309931, -0.5653019368868161, -0.5827851433526564, -0.5968504648875285, -0.5962706837557096, -0.6525668386123914, -0.6732485644273299, -0.6916197031490344]","[-0.7168576180968833, -0.7308245705474568, -0.7450609574128342, -0.759597818743105, -0.774897410910244, -0.7642821822349382, -0.8044435720924688, -0.8199757285450053, -0.8056533973697972, -0.8359979506615949]","[-0.7506616800367653, -0.7659637094750821, -0.7763793370961963, -0.7895255708411156, -0.7794996868163168, -0.8183499011486589, -0.8317721826299845, -0.7536244658097445, -0.8352230680450617, -0.2041944754585444]","[-0.804970665397534, -0.8238096316628548, -0.8420707104079815, -0.8438317136889714, -0.8830451214736718, -0.9126807855492848, -0.9234824053993839, -0.8466680817356723, -0.2556431464901584, -0.4901744000664371]","[-0.8344493093182719, -0.854476855530349, -0.8556515893879733, -0.898868134522756, -0.9224344736877284, -0.9459391406718096, -0.9666959702018103, -0.2939720808509192, -0.5560106693747839, -0.6653894915226302]"
103,"[-0.3224778705204072, -0.3475183145070615, -0.3738915407026353, -0.401424770143086, -0.42292017945295, -0.44520725951736595, -0.4489367330840024, -0.5079188408723267, -0.5393981175890359, -0.5551964255443009]","[-0.5323528626318041, -0.5551704203094308, -0.5841572971398894, -0.6029914019013707, -0.625460793947703, -0.6244958034217309, -0.671937069898839, -0.6946020732134532, -0.7035387754872393, -0.735622968567903]","[-0.5546672523294134, -0.5716213949297113, -0.590159951922719, -0.6085431978378935, -0.6035490922902269, -0.6510233015094442, -0.6740197085116548, -0.6633628571678443, -0.7100548522819323, -0.010174550329570264]","[-0.5987702087207288, -0.6156367362184972, -0.632491985399887, -0.6243143417580576, -0.6705543585761041, -0.6933805272622556, -0.7141005080832691, -0.6838488169653864, 0.03012685098810486, -0.24387355527715393]","[-0.6444799812680834, -0.6656783415174835, -0.6706022318622821, -0.7304788563570731, -0.7607561029664033, -0.7817460108718627, -0.8207490701398604, -0.09289338776681355, -0.3651490170678847, -0.42928719112489155]"
104,"[-0.17796013216837522, -0.20431407812400934, -0.23349278877838728, -0.26296779970987916, -0.28889398361905694, -0.31483865055605054, -0.3145815447857625, -0.38313167700078554, -0.4173082650592572, -0.43693366432097025]","[-0.3143181298405854, -0.3308569659025399, -0.3481148798496453, -0.3619044218690125, -0.3763412731246082, -0.3682006216154424, -0.41306434855917373, -0.426494963514897, -0.42558735805917436, -0.43797887034136707]","[-0.3529749225047489, -0.3779379586842914, -0.3960331707415243, -0.42163562878641087, -0.4193201119699587, -0.4760318117835631, -0.5035746617862096, -0.4311525000878682, -0.49480652796710634, 0.17837566149746276]","[-0.4093641841789425, -0.42868686076306706, -0.44497521948122387, -0.4378422571351469, -0.48987486567401295, -0.5313319636514128, -0.5521829629322231, -0.48976575378381615, 0.16956491228139992, -0.02949333731138115]","[-0.45154617652451223, -0.4743598394111318, -0.46906263539721793, -0.5300796643846256, -0.5567628328703863, -0.5931680982016546, -0.6229184788667185, 0.08436555443177396, -0.1290931624375803, -0.19746620925297564]"
105,"[-0.10290177807809807, -0.12703935325743654, -0.149036816215534, -0.17638570711614587, -0.1990878050089071, -0.22271998681725957, -0.21394681919964054, -0.2749954200223277, -0.29414076161237457, -0.29929668771700957]","[-0.13211149770099267, -0.14628740075308427, -0.16278505931872472, -0.17548466242182598, -0.18970651786107168, -0.17840063340294704, -0.22766401014554843, -0.2416177909009491, -0.23181604455489263, -0.23623242556381568]","[-0.1687886933811727, -0.1947779371418777, -0.2182497880437198, -0.2466620500215116, -0.24963955162249235, -0.30404221592627195, -0.3417824092336717, -0.32379523804567484, -0.3505407995559993, 0.19521029526211592]","[-0.20208886356900885, -0.22907434122513487, -0.2507584849173899, -0.25862211638938143, -0.3144240928615208, -0.34981848949443056, -0.3876751838053341, -0.3513210220063801, 0.1981002288137798, 0.10327888747800634]","[-0.25506306092149156, -0.2886637600780143, -0.28873830557433233, -0.35875421286193, -0.3960834731217967, -0.42954369903174505, -0.4742400337812053, 0.10432455047401323, -0.008917785143529033, -0.10598356173006163]"
